,lap_distance,start_lap,caution_distance,eventid,car_number,stageid,pit_in_caution,yellowflag_raised,start_position,start_rank,end_rank
607,35,66,1,2,83,2,0,1,14,6,5
608,17,100,4,2,83,3,1,1,14,5,5
609,37,116,1,2,83,4,0,1,14,5,1
610,19,152,3,2,83,5,1,1,14,1,7
611,6,0,5,2,88,0,1,1,30,30,30
612,35,5,1,2,88,1,0,1,30,30,24
613,38,0,1,2,98,0,0,1,26,26,29
614,32,37,6,2,98,1,1,1,26,29,28
615,33,68,1,2,98,2,0,1,26,28,15
616,17,100,4,2,98,3,1,1,26,15,18
617,36,116,1,2,98,4,0,1,26,18,15
618,20,151,3,2,98,5,1,1,26,15,18
619,33,0,1,3,2,0,0,0,17,17,3
620,17,32,3,3,2,1,1,1,17,3,20
621,31,0,1,3,3,0,0,0,9,9,11
622,19,30,2,3,3,1,1,1,9,11,9
623,19,48,3,3,3,2,1,1,9,9,8
624,31,66,3,3,3,3,1,1,9,8,1
625,22,96,3,3,3,4,1,1,9,1,7
626,33,117,1,3,3,5,0,1,9,7,5
627,16,149,3,3,3,6,1,1,9,5,6
628,2,164,4,3,3,7,1,1,9,6,21
629,33,165,1,3,3,8,0,1,9,21,3
630,5,0,4,3,4,0,1,1,32,32,33
631,6,4,1,3,4,1,0,1,32,33,33
632,13,9,5,3,4,2,1,1,32,33,33
633,29,21,4,3,4,3,1,1,32,33,33
634,22,49,4,3,4,4,1,1,32,33,31
635,31,70,1,3,4,5,0,1,32,31,30
636,29,0,1,3,5,0,0,0,1,1,20
637,21,28,2,3,5,1,1,1,1,20,6
638,19,48,3,3,5,2,1,1,1,6,2
639,31,66,3,3,5,3,1,1,1,2,3
640,22,96,3,3,5,4,1,1,1,3,6
641,33,117,1,3,5,5,1,1,1,6,8
642,16,149,2,3,5,6,1,1,1,8,3
643,32,164,1,3,5,7,0,1,1,3,4
644,30,0,1,3,6,0,0,0,15,15,24
645,20,29,3,3,6,1,1,1,15,24,21
646,19,48,3,3,6,2,1,1,15,21,19
647,31,66,3,3,6,3,1,1,15,19,18
648,22,96,3,3,6,4,1,1,15,18,25
649,33,117,1,3,6,5,1,1,15,25,13
650,37,149,1,3,6,6,0,1,15,13,19
651,30,0,1,3,7,0,0,0,7,7,15
652,20,29,2,3,7,1,1,1,7,15,8
653,19,48,3,3,7,2,1,1,7,8,9
654,31,66,3,3,7,3,1,1,7,9,10
655,31,96,1,3,7,4,0,1,7,10,27
656,30,0,1,3,8,0,0,0,22,22,27
657,20,29,3,3,8,1,1,1,22,27,27
658,19,48,3,3,8,2,1,1,22,27,26
659,31,66,3,3,8,3,1,1,22,26,24
660,22,96,3,3,8,4,1,1,22,24,19
661,36,117,4,3,8,5,1,1,22,19,14
662,2,152,5,3,8,6,1,1,22,14,13
663,4,153,8,3,8,7,1,1,22,13,19
664,9,156,3,3,8,8,1,1,22,19,16
665,24,164,1,3,8,9,0,1,22,16,19
666,32,0,1,3,9,0,0,0,13,13,6
667,18,31,2,3,9,1,1,1,13,6,12
668,19,48,3,3,9,2,1,1,13,12,12
669,31,66,3,3,9,3,1,1,13,12,12
670,22,96,3,3,9,4,1,1,13,12,12
671,37,117,4,3,9,5,1,1,13,12,6
672,12,153,3,3,9,6,1,1,13,6,7
673,28,164,1,3,9,7,0,1,13,7,10
674,30,0,1,3,10,0,0,0,18,18,16
675,20,29,2,3,10,1,1,1,18,16,7
676,19,48,3,3,10,2,1,1,18,7,7
677,31,66,3,3,10,3,1,1,18,7,7
678,22,96,3,3,10,4,1,1,18,7,10
679,33,117,1,3,10,5,1,1,18,10,6
680,16,149,2,3,10,6,1,1,18,6,2
681,29,164,1,3,10,7,0,1,18,2,6
682,31,0,1,3,11,0,0,0,19,19,15
683,19,30,3,3,11,1,1,1,19,15,19
684,19,48,3,3,11,2,1,1,19,19,21
685,31,66,3,3,11,3,1,1,19,21,22
686,22,96,3,3,11,4,1,1,19,22,18
687,33,117,1,3,11,5,1,1,19,18,12
688,16,149,3,3,11,6,1,1,19,12,21
689,3,164,5,3,11,7,1,1,19,21,21
690,33,166,1,3,11,8,0,1,19,21,4
691,32,0,1,3,12,0,0,0,6,6,4
692,18,31,2,3,12,1,1,1,6,4,11
693,6,48,7,3,12,2,1,1,6,11,18
694,39,53,1,3,12,3,0,1,6,18,30
695,8,91,6,3,12,4,1,1,6,30,29
696,20,98,3,3,12,5,1,1,6,29,15
697,33,117,1,3,12,6,1,1,6,15,9
698,16,149,3,3,12,7,1,1,6,9,9
699,30,0,1,3,14,0,0,0,12,12,20
700,20,29,3,3,14,1,1,1,12,20,14
701,19,48,3,3,14,2,1,1,12,14,16
702,31,66,3,3,14,3,1,1,12,16,16
703,22,96,3,3,14,4,1,1,12,16,14
704,37,117,4,3,14,5,1,1,12,14,5
705,11,153,2,3,14,6,1,1,12,5,22
706,31,0,1,3,15,0,0,0,26,26,18
707,19,30,3,3,15,1,1,1,26,18,22
708,19,48,3,3,15,2,1,1,26,22,20
709,31,66,3,3,15,3,1,1,26,20,17
710,22,96,3,3,15,4,1,1,26,17,17
711,36,117,3,3,15,5,1,1,26,17,12
712,2,152,4,3,15,6,1,1,26,12,12
713,12,153,3,3,15,7,1,1,26,12,15
714,27,164,1,3,15,8,0,1,26,15,17
715,31,0,1,3,16,0,0,0,29,29,27
716,21,30,5,3,16,1,1,1,29,27,30
717,17,50,3,3,16,2,1,1,29,30,27
718,31,66,4,3,16,3,1,1,29,27,25
719,22,96,4,3,16,4,1,1,29,25,21
720,37,117,5,3,16,5,1,1,29,21,26
721,11,153,1,3,16,6,0,1,29,26,26
722,31,163,1,3,16,7,0,0,29,26,25
723,31,0,1,3,18,0,0,0,24,24,16
724,19,30,3,3,18,1,1,1,24,16,23
725,19,48,3,3,18,2,1,1,24,23,22
726,31,66,3,3,18,3,1,1,24,22,20
727,28,0,1,3,19,0,0,0,21,21,32
728,22,27,3,3,19,1,1,1,21,32,24
729,19,48,3,3,19,2,1,1,21,24,23
730,31,66,3,3,19,3,1,1,21,23,19
731,22,96,3,3,19,4,1,1,21,19,20
732,33,117,1,3,19,5,1,1,21,20,15
733,12,149,1,3,19,6,0,1,21,15,22
734,5,160,3,3,19,7,1,1,21,22,20
735,3,164,5,3,19,8,1,1,21,20,20
736,4,166,1,3,19,9,0,1,21,20,21
737,26,169,1,3,19,10,0,0,21,21,20
738,30,0,1,3,20,0,0,0,20,20,23
739,20,29,3,3,20,1,1,1,20,23,18
740,16,48,1,3,20,2,1,1,20,18,32
741,5,63,5,3,20,3,1,1,20,32,31
742,2,67,6,3,20,4,1,1,20,31,31
743,2,68,7,3,20,5,1,1,20,31,32
744,31,0,1,3,21,0,0,0,2,2,6
745,19,30,2,3,21,1,1,1,2,6,3
746,19,48,3,3,21,2,1,1,2,3,5
747,31,66,3,3,21,3,1,1,2,5,5
748,22,96,3,3,21,4,1,1,2,5,8
749,33,117,1,3,21,5,1,1,2,8,7
750,16,149,2,3,21,6,1,1,2,7,4
751,32,164,1,3,21,7,0,1,2,4,2
752,31,0,1,3,22,0,0,0,8,8,7
753,19,30,2,3,22,1,1,1,8,7,4
754,19,48,3,3,22,2,1,1,8,4,11
755,6,66,8,3,22,3,1,1,8,11,30
756,26,71,3,3,22,4,1,1,8,30,15
757,25,96,7,3,22,5,1,1,8,15,14
758,32,120,3,3,22,6,1,1,8,14,15
759,2,151,4,3,22,7,1,1,8,15,15
760,15,152,5,3,22,8,1,1,8,15,13
761,29,166,1,3,22,9,0,1,8,13,15
762,33,0,1,3,24,0,0,0,23,23,1
763,17,32,2,3,24,1,1,1,23,1,17
764,19,48,3,3,24,2,1,1,23,17,18
765,29,0,1,3,25,0,0,0,30,30,30
766,21,28,3,3,25,1,1,1,30,30,28
767,19,48,3,3,25,2,1,1,30,28,29
768,31,66,4,3,25,3,1,1,30,29,27
769,11,96,1,3,25,4,1,1,30,27,29
770,2,106,2,3,25,5,1,1,30,29,29
771,3,107,4,3,25,6,1,1,30,29,29
772,32,0,1,3,26,0,0,0,5,5,3
773,18,31,2,3,26,1,1,1,5,3,5
774,19,48,3,3,26,2,1,1,5,5,6
