MyIdx,car_number,completed_laps,rank,elapsed_time,rank_diff,time_diff
7989,7,75,11,4240.7236,1.0,76.32990000000063
8060,7,76,11,4284.4524,0.0,43.728799999999865
8139,7,77,11,4325.0972,0.0,40.64480000000003
8215,7,78,11,4365.7207,0.0,40.623499999999694
8290,7,79,11,4406.7306,0.0,41.009900000000016
8364,7,80,11,4448.06,0.0,41.32940000000053
8442,7,81,11,4499.5506,0.0,51.490599999999176
8590,7,82,18,4598.2136,7.0,98.66300000000047
8689,7,83,15,4682.2386,-3.0,84.02499999999964
8780,7,84,15,4763.9712,0.0,81.73260000000028
8854,7,85,15,4808.432,0.0,44.460799999999836
8929,7,86,15,4849.1121,0.0,40.68010000000049
9001,7,87,13,4889.7224,-2.0,40.61029999999937
9076,7,88,13,4930.6842,0.0,40.96180000000004
9147,7,89,13,4971.9408,0.0,41.25660000000062
9221,7,90,13,5013.4508,0.0,41.50999999999931
9292,7,91,13,5053.8214,0.0,40.370600000000195
9369,7,92,13,5094.6431,0.0,40.82170000000042
9444,7,93,13,5135.331,0.0,40.6878999999999
9519,7,94,13,5175.9988,0.0,40.66780000000017
9595,7,95,12,5217.5805,-1.0,41.58169999999973
9671,7,96,12,5258.3524,0.0,40.77189999999973
9747,7,97,12,5298.7213,0.0,40.368900000000394
9821,7,98,12,5339.5969,0.0,40.875599999999395
9897,7,99,12,5380.7551,0.0,41.15820000000076
9977,7,100,12,5422.3781,0.0,41.62299999999959
10053,7,101,12,5463.3249,0.0,40.94679999999971
10132,7,102,12,5504.3304,0.0,41.00550000000021
10206,7,103,12,5545.2278,0.0,40.897399999999834
10283,7,104,11,5586.0789,-1.0,40.85110000000077
10368,7,105,9,5627.177,-2.0,41.09809999999925
10463,7,106,9,5668.0891,0.0,40.912100000000464
10548,7,107,9,5710.0101,0.0,41.92100000000028
10626,7,108,9,5750.45,0.0,40.4398999999994
10706,7,109,9,5791.0479,0.0,40.597899999999754
