,target,eventid,car_number,stageid,firststage,pit_in_caution,start_position,start_rank,start_rank_ratio,top_pack,bottom_pack,average_rank,average_rank_all,change_in_rank,change_in_rank_all,rate_of_change,rate_of_change_all
26,0,4,10,1,1,1,12,14,0.6363636363636364,0,0,12.0,12.0,2,2.0,0,0.0
27,0,4,10,2,1,1,12,14,0.6363636363636364,0,0,14.0,12.666666666666666,0,1.0,0,0.0
28,0,4,10,3,1,0,12,14,0.6363636363636364,0,0,13.470588235294118,13.35,0,0.6666666666666666,0,-1.0
29,0,4,10,4,1,0,12,14,0.6363636363636364,0,0,14.0,13.623188405797102,0,0.5,0,-0.6666666666666666
30,-1,4,10,5,1,0,12,14,0.6363636363636364,0,0,13.833333333333334,13.67741935483871,0,0.4,0,-0.5
31,-1,4,10,6,1,0,12,13,0.5909090909090909,0,0,13.342857142857143,13.5859375,-1,0.16666666666666666,-1,-0.6
32,0,4,10,7,1,0,12,12,0.5454545454545454,0,0,12.323529411764707,13.320987654320987,-1,0.0,0,-0.5
33,0,4,12,0,0,0,1,1,0.045454545454545456,1,0,1.0,1.0,0,0.0,0,0.0
34,1,4,12,1,1,1,1,1,0.045454545454545456,1,0,1.0,1.0,0,0.0,0,0.0
35,0,4,12,2,1,0,1,2,0.09090909090909091,1,0,1.903225806451613,1.8,1,0.5,0,0.0
36,0,4,12,3,1,0,1,2,0.09090909090909091,1,0,2.212121212121212,2.0,0,0.3333333333333333,-1,0.0
37,0,4,12,4,1,0,1,2,0.09090909090909091,1,0,1.96875,1.99,0,0.25,0,0.0
38,0,4,12,5,1,0,1,2,0.09090909090909091,1,0,2.0,1.9924812030075187,0,0.2,0,0.0
39,0,4,12,6,1,0,1,2,0.09090909090909091,1,0,1.8529411764705883,1.964071856287425,0,0.16666666666666666,0,0.0
40,2,4,14,0,0,0,14,14,0.6363636363636364,0,0,14.0,14.0,0,0.0,0,0.0
41,-8,4,14,1,1,1,14,16,0.7272727272727273,0,0,14.0,14.0,2,2.0,0,0.0
42,8,4,14,2,1,0,14,8,0.36363636363636365,0,0,12.5,13.0,-8,-3.0,0,0.0
43,1,4,15,0,0,0,18,18,0.8181818181818182,0,1,18.0,18.0,0,0.0,0,0.0
44,0,4,15,1,1,1,18,19,0.8636363636363636,0,1,18.0,18.0,1,1.0,0,0.0
45,2,4,15,2,1,1,18,19,0.8636363636363636,0,1,19.0,18.666666666666668,0,0.5,0,0.0
46,-6,4,15,3,1,0,18,21,0.9545454545454546,0,1,19.0,18.833333333333332,2,1.0,2,0.5
47,0,4,15,4,1,0,18,15,0.6818181818181818,0,0,15.5,16.055555555555557,-6,-0.75,-8,-2.3333333333333335
48,0,4,15,5,1,0,18,15,0.6818181818181818,0,0,15.0,15.55072463768116,0,-0.6,6,-0.25
49,0,4,15,6,1,0,18,15,0.6818181818181818,0,0,15.0,15.368932038834952,0,-0.5,0,-0.2
50,-1,4,15,7,1,0,18,15,0.6818181818181818,0,0,15.0,15.279411764705882,0,-0.42857142857142855,0,-0.16666666666666666
51,0,4,15,8,1,0,18,14,0.6363636363636364,0,0,14.794117647058824,15.18235294117647,-1,-0.5,-1,-0.2857142857142857
52,0,4,18,0,0,0,8,8,0.36363636363636365,0,0,8.0,8.0,0,0.0,0,0.0
53,-2,4,18,1,1,1,8,8,0.36363636363636365,0,0,8.0,8.0,0,0.0,0,0.0
54,-2,4,18,2,1,0,8,6,0.2727272727272727,0,0,6.161290322580645,6.371428571428571,-2,-1.0,0,0.0
55,1,4,18,3,1,0,8,4,0.18181818181818182,1,0,5.451612903225806,5.9393939393939394,-2,-1.3333333333333333,0,-1.0
56,-1,4,18,4,1,0,8,5,0.22727272727272727,1,0,5.771428571428571,5.881188118811881,1,-0.75,3,0.3333333333333333
57,0,4,18,5,1,0,8,4,0.18181818181818182,1,0,4.709677419354839,5.606060606060606,-1,-0.8,-2,-0.25
58,0,4,18,6,1,0,8,4,0.18181818181818182,1,0,4.0,5.27710843373494,0,-0.6666666666666666,1,0.0
59,-4,4,19,0,0,0,17,17,0.7727272727272727,0,1,17.0,17.0,0,0.0,0,0.0
60,0,4,20,0,0,0,15,15,0.6818181818181818,0,0,15.0,15.0,0,0.0,0,0.0
61,2,4,20,1,1,1,15,15,0.6818181818181818,0,0,15.0,15.0,0,0.0,0,0.0
62,-10,4,20,2,1,1,15,17,0.7727272727272727,0,1,15.0,15.0,2,1.0,0,0.0
63,-1,4,20,3,1,0,15,7,0.3181818181818182,0,0,8.3125,9.055555555555555,-10,-2.6666666666666665,-12,-5.0
64,3,4,20,4,1,0,15,6,0.2727272727272727,0,0,6.733333333333333,8.0,-1,-2.25,9,-0.3333333333333333
65,0,4,20,5,1,0,15,9,0.4090909090909091,0,0,8.407407407407407,8.118279569892474,3,-1.2,4,0.75
66,0,4,20,6,1,0,15,9,0.4090909090909091,0,0,9.21875,8.4,0,-1.0,-3,0.0
67,1,4,20,7,1,0,15,9,0.4090909090909091,0,0,9.17142857142857,8.56875,0,-0.8571428571428571,0,0.0
68,1,4,21,0,0,0,16,16,0.7272727272727273,0,0,16.0,16.0,0,0.0,0,0.0
69,-1,4,21,1,1,0,16,17,0.7727272727272727,0,1,19.23076923076923,19.23076923076923,1,1.0,0,0.0
70,0,4,22,0,0,0,5,5,0.22727272727272727,1,0,5.0,5.0,0,0.0,0,0.0
71,0,4,22,1,1,1,5,5,0.22727272727272727,1,0,5.0,5.0,0,0.0,0,0.0
72,4,4,22,2,1,1,5,5,0.22727272727272727,1,0,5.0,5.0,0,0.0,0,0.0
73,-1,4,22,3,1,0,5,9,0.4090909090909091,0,0,9.366666666666667,8.63888888888889,4,1.3333333333333333,4,2.0
74,0,4,22,4,1,0,5,8,0.36363636363636365,0,0,9.612903225806452,9.08955223880597,-1,0.75,-5,-0.3333333333333333
75,0,4,22,5,1,0,5,8,0.36363636363636365,0,0,7.607142857142857,8.652631578947368,0,0.6,1,0.0
76,0,4,22,6,1,0,5,8,0.36363636363636365,0,0,8.064516129032258,8.507936507936508,0,0.5,0,0.0
77,0,4,22,7,1,0,5,8,0.36363636363636365,0,0,8.114285714285714,8.422360248447205,0,0.42857142857142855,0,0.0
78,-4,4,23,0,0,0,19,19,0.8636363636363636,0,1,19.0,19.0,0,0.0,0,0.0
79,0,4,23,1,1,1,19,15,0.6818181818181818,0,0,17.5,17.5,-4,-4.0,0,0.0
80,-5,4,23,2,1,1,19,15,0.6818181818181818,0,0,15.0,16.666666666666668,0,-2.0,0,0.0
81,-1,4,23,3,1,0,19,10,0.45454545454545453,0,0,11.612903225806452,12.432432432432432,-5,-3.0,-5,-0.5
82,0,4,23,4,1,0,19,9,0.4090909090909091,0,0,10.233333333333333,11.447761194029852,-1,-2.5,4,1.0
83,0,4,23,5,1,0,19,9,0.4090909090909091,0,0,10.387096774193548,11.112244897959183,0,-2.0,1,1.0
84,1,4,23,6,1,0,19,9,0.4090909090909091,0,0,10.375,10.930769230769231,0,-1.6666666666666667,0,0.8
85,-1,4,23,7,1,0,19,10,0.45454545454545453,0,0,10.424242424242424,10.828220858895705,1,-1.2857142857142858,1,0.8333333333333334
86,0,4,26,0,0,0,7,7,0.3181818181818182,0,0,7.0,7.0,0,0.0,0,0.0
87,-3,4,26,1,1,1,7,7,0.3181818181818182,0,0,7.0,7.0,0,0.0,0,0.0
88,1,4,26,2,1,0,7,4,0.18181818181818182,1,0,4.419354838709677,4.714285714285714,-3,-1.5,0,0.0
89,2,4,26,3,1,0,7,5,0.22727272727272727,1,0,4.419354838709677,4.575757575757576,1,-0.6666666666666666,4,0.5
90,0,4,26,4,1,0,7,7,0.3181818181818182,0,0,6.633333333333334,5.21875,2,0.0,1,0.6666666666666666
91,-1,4,26,5,1,0,7,7,0.3181818181818182,0,0,7.0,5.684615384615385,0,0.0,-2,0.0
92,0,4,26,6,1,0,7,6,0.2727272727272727,0,0,6.666666666666667,5.883435582822086,-1,-0.16666666666666666,-1,-0.2
93,-1,4,27,0,0,0,3,3,0.13636363636363635,1,0,3.0,3.0,0,0.0,0,0.0
94,-1,4,27,1,1,1,3,2,0.09090909090909091,1,0,2.25,2.25,-1,-1.0,0,0.0
95,0,4,27,2,1,0,3,1,0.045454545454545456,1,0,1.1,1.2352941176470589,-1,-1.0,0,0.0
96,0,4,27,3,1,0,3,1,0.045454545454545456,1,0,1.4545454545454546,1.3432835820895523,0,-0.6666666666666666,1,0.5
97,0,4,27,4,1,0,3,1,0.045454545454545456,1,0,1.0303030303030303,1.24,0,-0.5,0,0.3333333333333333
98,0,4,27,5,1,0,3,1,0.045454545454545456,1,0,1.0,1.1818181818181819,0,-0.4,0,0.25
99,0,4,27,6,1,0,3,1,0.045454545454545456,1,0,1.1515151515151516,1.1757575757575758,0,-0.3333333333333333,0,0.2
100,0,4,28,0,0,0,4,4,0.18181818181818182,1,0,4.0,4.0,0,0.0,0,0.0
101,0,4,30,0,0,0,10,10,0.45454545454545453,0,0,10.0,10.0,0,0.0,0,0.0
102,0,4,59,0,0,0,21,21,0.9545454545454546,0,1,21.0,21.0,0,0.0,0,0.0
103,0,4,59,1,1,1,21,21,0.9545454545454546,0,1,21.0,21.0,0,0.0,0,0.0
104,-9,4,59,2,1,1,21,21,0.9545454545454546,0,1,21.0,21.0,0,0.0,0,0.0
105,1,4,59,3,1,0,21,12,0.5454545454545454,0,0,13.78125,14.583333333333334,-9,-3.0,-9,-4.5
106,-1,4,59,4,1,0,21,13,0.5909090909090909,0,0,12.709677419354838,13.716417910447761,1,-2.0,10,0.3333333333333333
107,2,4,59,5,1,0,21,12,0.5454545454545454,0,0,12.096774193548388,13.204081632653061,-1,-1.8,-2,-0.25
108,-1,4,59,6,1,0,21,14,0.6363636363636364,0,0,13.65625,13.315384615384616,2,-1.1666666666666667,3,0.4
109,0,4,59,7,1,0,21,13,0.5909090909090909,0,0,13.9375,13.438271604938272,-1,-1.1428571428571428,-3,-0.16666666666666666
110,-2,4,88,0,0,0,22,22,1.0,0,1,22.0,22.0,0,0.0,0,0.0
111,0,4,88,1,1,1,22,20,0.9090909090909091,0,1,22.0,22.0,-2,-2.0,0,0.0
112,-1,4,88,2,1,1,22,20,0.9090909090909091,0,1,20.0,20.5,0,-1.0,0,0.0
113,-8,4,88,3,1,1,22,19,0.8636363636363636,0,1,20.0,20.333333333333332,-1,-1.0,-1,0.5
114,1,4,88,4,1,0,22,11,0.5,0,0,12.451612903225806,13.72972972972973,-8,-2.75,-7,-2.0
115,1,4,88,5,1,0,22,12,0.5454545454545454,0,0,11.466666666666667,12.716417910447761,1,-2.0,9,0.75
116,-1,4,88,6,1,0,22,13,0.5909090909090909,0,0,13.030303030303031,12.82,1,-1.5,0,0.6
117,1,4,88,7,1,0,22,12,0.5454545454545454,0,0,12.0625,12.636363636363637,-1,-1.4285714285714286,-2,0.16666666666666666
118,1,4,88,8,1,0,22,13,0.5909090909090909,0,0,12.807692307692308,12.664556962025317,1,-1.125,2,0.42857142857142855
119,0,4,98,0,0,0,11,11,0.5,0,0,11.0,11.0,0,0.0,0,0.0
120,-6,4,98,1,1,1,11,11,0.5,0,0,11.0,11.0,0,0.0,0,0.0
121,1,4,98,2,1,0,11,5,0.22727272727272727,1,0,6.233333333333333,6.794117647058823,-6,-3.0,0,0.0
122,-3,4,98,3,1,0,11,6,0.2727272727272727,0,0,6.5,6.661290322580645,1,-1.6666666666666667,7,0.5
123,0,4,98,4,1,0,11,3,0.13636363636363635,1,0,4.40625,5.8936170212765955,-3,-2.0,-4,-1.0
124,4,4,98,5,1,0,11,3,0.13636363636363635,1,0,3.727272727272727,5.330708661417323,0,-1.6,3,0.0
125,0,4,98,6,1,0,11,7,0.3181818181818182,0,0,6.0285714285714285,5.481481481481482,4,-0.6666666666666666,4,0.8
0,1,5,1,0,0,0,3,3,0.14285714285714285,1,0,3.0,3.0,0,0.0,0,0.0
1,0,5,1,1,1,0,3,4,0.19047619047619047,1,0,3.2363636363636363,3.2363636363636363,1,1.0,0,0.0
2,0,5,1,2,1,0,3,4,0.19047619047619047,1,0,4.344262295081967,3.8189655172413794,0,0.5,0,0.0
3,1,5,1,3,1,1,3,4,0.19047619047619047,1,0,5.491228070175438,4.369942196531792,0,0.3333333333333333,0,-0.5
4,2,5,1,4,1,0,3,5,0.23809523809523808,1,0,6.163934426229508,4.837606837606837,1,0.5,1,0.0
5,-1,5,4,0,0,0,18,18,0.8571428571428571,0,1,18.0,18.0,0,0.0,0,0.0
6,-1,5,4,1,1,0,18,17,0.8095238095238095,0,1,17.01851851851852,17.01851851851852,-1,-1.0,0,0.0
7,-2,5,4,2,1,0,18,16,0.7619047619047619,0,1,17.854545454545455,17.440366972477065,-1,-1.0,0,0.0
8,2,5,4,3,1,1,18,14,0.6666666666666666,0,0,16.87719298245614,17.246987951807228,-2,-1.3333333333333333,-1,-0.5
9,-2,5,4,4,1,1,18,16,0.7619047619047619,0,1,15.3,17.136363636363637,2,-0.5,4,1.0
10,2,5,4,5,1,0,18,14,0.6666666666666666,0,0,14.43939393939394,16.40082644628099,-2,-0.8,-4,-0.25
11,1,5,5,0,0,0,8,8,0.38095238095238093,0,0,8.0,8.0,0,0.0,0,0.0
12,0,5,5,1,1,0,8,9,0.42857142857142855,0,0,8.854545454545455,8.854545454545455,1,1.0,0,0.0
13,3,5,5,2,1,0,8,9,0.42857142857142855,0,0,10.131147540983607,9.525862068965518,0,0.5,0,0.0
14,-1,5,5,3,1,1,8,12,0.5714285714285714,0,0,14.278688524590164,11.163841807909604,3,1.3333333333333333,3,1.0
15,4,5,5,4,1,0,8,11,0.5238095238095238,0,0,11.088888888888889,11.14864864864865,-1,0.75,-4,-0.6666666666666666
16,0,5,9,0,0,0,1,1,0.047619047619047616,1,0,1.0,1.0,0,0.0,0,0.0
17,0,5,9,1,1,0,1,1,0.047619047619047616,1,0,1.0,1.0,0,0.0,0,0.0
18,1,5,9,2,1,0,1,1,0.047619047619047616,1,0,1.3166666666666667,1.1637931034482758,0,0.0,0,0.0
19,-1,5,9,3,1,1,1,2,0.09523809523809523,1,0,1.736842105263158,1.3526011560693643,1,0.3333333333333333,1,0.5
20,2,5,9,4,1,0,1,1,0.047619047619047616,1,0,2.0327868852459017,1.5299145299145298,-1,0.0,-2,-0.3333333333333333
21,-5,5,10,0,0,0,12,12,0.5714285714285714,0,0,12.0,12.0,0,0.0,0,0.0
22,0,5,10,1,1,0,12,7,0.3333333333333333,0,0,7.333333333333333,7.333333333333333,-5,-5.0,0,0.0
23,-2,5,10,2,1,0,12,7,0.3333333333333333,0,0,6.982758620689655,7.156521739130435,0,-2.5,0,0.0
24,-1,5,10,3,1,1,12,5,0.23809523809523808,1,0,6.637931034482759,6.982658959537572,-2,-2.3333333333333335,-2,1.5
25,4,5,10,4,1,0,12,4,0.19047619047619047,1,0,4.416666666666667,6.425339366515837,-1,-2.0,1,1.3333333333333333
26,-2,5,12,0,0,0,4,4,0.19047619047619047,1,0,4.0,4.0,0,0.0,0,0.0
27,0,5,12,1,1,0,4,2,0.09523809523809523,1,0,2.0344827586206895,2.0344827586206895,-2,-2.0,0,0.0
28,-1,5,12,2,1,0,4,2,0.09523809523809523,1,0,2.0,2.0172413793103448,0,-1.0,0,0.0
29,0,5,12,3,1,1,4,1,0.047619047619047616,1,0,2.6315789473684212,2.2196531791907512,-1,-1.0,-1,0.5
30,0,5,12,4,1,0,4,1,0.047619047619047616,1,0,1.0,1.9295154185022025,0,-0.75,1,0.6666666666666666
31,0,5,14,0,0,0,15,15,0.7142857142857143,0,0,15.0,15.0,0,0.0,0,0.0
32,-3,5,14,1,1,0,15,15,0.7142857142857143,0,0,14.415094339622641,14.415094339622641,0,0.0,0,0.0
33,-2,5,14,2,1,0,15,12,0.5714285714285714,0,0,12.87037037037037,13.63551401869159,-3,-1.5,0,0.0
34,2,5,14,3,1,0,15,10,0.47619047619047616,0,0,11.617021276595745,13.019480519480519,-2,-1.6666666666666667,1,-1.0
35,1,5,14,4,1,0,15,12,0.5714285714285714,0,0,13.88135593220339,13.258215962441314,2,-0.75,4,0.6666666666666666
36,0,5,15,0,0,0,7,7,0.3333333333333333,0,0,7.0,7.0,0,0.0,0,0.0
37,-4,5,15,1,1,0,7,7,0.3333333333333333,0,0,10.779661016949152,10.779661016949152,0,0.0,0,0.0
38,7,5,15,2,1,0,7,3,0.14285714285714285,1,0,11.806451612903226,11.305785123966942,-4,-2.0,0,0.0
39,0,5,15,3,1,1,7,10,0.47619047619047616,0,0,12.339285714285714,11.63276836158192,7,1.0,11,3.5
40,0,5,18,0,0,0,9,9,0.42857142857142855,0,0,9.0,9.0,0,0.0,0,0.0
41,0,5,19,0,0,0,21,21,1.0,0,1,21.0,21.0,0,0.0,0,0.0
42,-13,5,19,1,1,1,21,21,1.0,0,1,21.0,21.0,0,0.0,0,0.0
43,-4,5,19,2,1,0,21,8,0.38095238095238093,0,0,18.816666666666666,18.816666666666666,-13,-13.0,0,0.0
44,7,5,19,3,1,0,21,4,0.19047619047619047,1,0,15.245901639344263,17.016528925619834,-4,-8.5,0,0.0
45,0,5,19,4,1,1,21,11,0.5238095238095238,0,0,13.357142857142858,15.858757062146893,7,-3.3333333333333335,11,10.0
46,5,5,20,0,0,0,11,11,0.5238095238095238,0,0,11.0,11.0,0,0.0,0,0.0
47,0,5,20,1,1,0,11,16,0.7619047619047619,0,1,15.363636363636363,15.363636363636363,5,5.0,0,0.0
48,-5,5,20,2,1,0,11,16,0.7619047619047619,0,1,15.938775510204081,15.634615384615385,0,2.5,0,0.0
49,3,5,20,3,1,0,11,11,0.5238095238095238,0,0,13.69047619047619,15.075342465753424,-5,0.0,-5,-5.0
50,-2,5,20,4,1,0,11,14,0.6666666666666666,0,0,15.0,15.056701030927835,3,0.75,8,-0.6666666666666666
51,0,5,21,0,0,0,14,14,0.6666666666666666,0,0,14.0,14.0,0,0.0,0,0.0
52,-3,5,21,1,1,0,14,14,0.6666666666666666,0,0,14.071428571428571,14.071428571428571,0,0.0,0,0.0
53,-3,5,21,2,1,0,14,11,0.5238095238095238,0,0,13.76271186440678,13.91304347826087,-3,-1.5,0,0.0
54,-4,5,21,3,1,1,14,8,0.38095238095238093,0,0,11.5,13.067796610169491,-3,-2.0,0,-1.5
55,2,5,21,4,1,0,14,4,0.19047619047619047,1,0,6.839285714285714,11.570815450643776,-4,-2.5,-1,-1.3333333333333333
56,0,5,22,0,0,0,6,6,0.2857142857142857,0,0,6.0,6.0,0,0.0,0,0.0
57,-1,5,22,1,1,0,6,6,0.2857142857142857,0,0,5.875,5.875,0,0.0,0,0.0
58,2,5,22,2,1,0,6,5,0.23809523809523808,1,0,5.245614035087719,5.557522123893805,-1,-0.5,0,0.0
59,-5,5,22,3,1,1,6,7,0.3333333333333333,0,0,6.8,5.988439306358382,2,0.3333333333333333,3,1.0
60,2,5,22,4,1,0,6,2,0.09523809523809523,1,0,5.433333333333334,5.84549356223176,-5,-1.0,-7,-1.6666666666666667
61,1,5,23,0,0,0,17,17,0.8095238095238095,0,1,17.0,17.0,0,0.0,0,0.0
62,1,5,23,1,1,0,17,18,0.8571428571428571,0,1,17.98,17.98,1,1.0,0,0.0
63,-4,5,23,2,1,0,17,19,0.9047619047619048,0,1,19.03921568627451,18.514851485148515,1,1.0,0,0.0
64,4,5,23,3,1,0,17,15,0.7142857142857143,0,0,17.423076923076923,18.143790849673202,-4,-0.6666666666666666,-5,-2.5
65,1,5,23,4,1,1,17,19,0.9047619047619048,0,1,15.8,18.069620253164558,4,0.5,8,1.0
66,-1,5,23,5,1,1,17,20,0.9523809523809523,0,1,19.5,18.13855421686747,1,0.6,-3,0.0
67,0,5,23,6,1,0,17,19,0.9047619047619048,0,1,19.105263157894736,18.385650224215247,-1,0.3333333333333333,-2,-0.4
68,-6,5,26,0,0,0,16,16,0.7619047619047619,0,1,16.0,16.0,0,0.0,0,0.0
69,-2,5,26,1,1,0,16,10,0.47619047619047616,0,0,10.482142857142858,10.482142857142858,-6,-6.0,0,0.0
70,-2,5,26,2,1,0,16,8,0.38095238095238093,0,0,9.101694915254237,9.773913043478261,-2,-4.0,0,0.0
71,-3,5,26,3,1,1,16,6,0.2857142857142857,0,0,7.655172413793103,9.063583815028903,-2,-3.3333333333333335,0,2.0
72,2,5,26,4,1,0,16,3,0.14285714285714285,1,0,4.32258064516129,7.812765957446809,-3,-3.25,-1,1.0
73,1,5,27,0,0,0,2,2,0.09523809523809523,1,0,2.0,2.0,0,0.0,0,0.0
74,-1,5,27,1,1,0,2,3,0.14285714285714285,1,0,3.7017543859649122,3.7017543859649122,1,1.0,0,0.0
75,1,5,27,2,1,0,2,2,0.09523809523809523,1,0,3.064516129032258,3.369747899159664,-1,0.0,0,0.0
76,-1,5,27,3,1,1,2,3,0.14285714285714285,1,0,2.9814814814814814,3.2485549132947975,1,0.3333333333333333,2,0.0
77,0,5,28,0,0,0,5,5,0.23809523809523808,1,0,5.0,5.0,0,0.0,0,0.0
78,1,5,28,1,1,0,5,5,0.23809523809523808,1,0,5.254545454545455,5.254545454545455,0,0.0,0,0.0
79,-3,5,28,2,1,0,5,6,0.2857142857142857,0,0,6.298245614035087,5.785714285714286,1,0.5,0,0.0
80,0,5,28,3,1,1,5,3,0.14285714285714285,1,0,5.017857142857143,5.529761904761905,-3,-0.6666666666666666,-4,-1.5
81,16,5,28,4,1,1,5,3,0.14285714285714285,1,0,3.0,5.514792899408284,0,-0.5,3,0.0
82,-8,5,30,0,0,0,13,13,0.6190476190476191,0,0,13.0,13.0,0,0.0,0,0.0
83,-3,5,30,1,1,0,13,5,0.23809523809523808,1,0,12.25,12.25,-8,-8.0,0,0.0
84,7,5,30,2,1,0,13,2,0.09523809523809523,1,0,13.080645161290322,12.672131147540984,-3,-5.5,0,0.0
85,0,5,30,3,1,1,13,9,0.42857142857142855,0,0,11.163636363636364,12.203389830508474,7,-1.3333333333333333,10,7.5
86,0,5,59,0,0,0,20,20,0.9523809523809523,0,1,20.0,20.0,0,0.0,0,0.0
87,-1,5,59,1,1,1,20,20,0.9523809523809523,0,1,20.0,20.0,0,0.0,0,0.0
88,-2,5,59,2,1,0,20,19,0.9047619047619048,0,1,19.89090909090909,19.89090909090909,-1,-1.0,0,0.0
89,-2,5,59,3,1,0,20,17,0.8095238095238095,0,1,19.685185185185187,19.788990825688074,-2,-1.5,0,0.0
90,2,5,59,4,1,0,20,15,0.7142857142857143,0,0,18.09090909090909,19.21951219512195,-2,-1.6666666666666667,0,-0.5
91,0,5,59,5,1,0,20,17,0.8095238095238095,0,1,16.954545454545453,18.569565217391304,2,-0.75,4,1.0
92,-6,5,88,0,0,0,19,19,0.9047619047619048,0,1,19.0,19.0,0,0.0,0,0.0
93,-2,5,88,1,1,0,19,13,0.6190476190476191,0,0,13.547169811320755,13.547169811320755,-6,-6.0,0,0.0
94,0,5,88,2,1,0,19,11,0.5238095238095238,0,0,11.807692307692308,12.685714285714285,-2,-4.0,0,0.0
95,9,5,88,3,1,0,19,11,0.5238095238095238,0,0,11.0,12.654205607476635,0,-2.6666666666666665,2,3.0
96,-1,5,88,4,1,0,19,20,0.9523809523809523,0,1,19.60377358490566,14.95625,9,0.25,9,5.0
97,-1,5,88,5,1,1,19,19,0.9047619047619048,0,1,19.166666666666668,15.25,-1,0.0,-10,1.25
98,0,5,88,6,1,0,19,18,0.8571428571428571,0,1,18.01923076923077,15.892857142857142,-1,-0.16666666666666666,0,1.0
99,-2,5,98,0,0,0,10,10,0.47619047619047616,0,0,10.0,10.0,0,0.0,0,0.0
100,0,5,98,1,1,0,10,8,0.38095238095238093,0,0,7.773584905660377,7.773584905660377,-2,-2.0,0,0.0
101,0,5,98,2,1,0,10,8,0.38095238095238093,0,0,8.660714285714286,8.229357798165138,0,-1.0,0,0.0
102,5,5,98,3,1,0,10,8,0.38095238095238093,0,0,9.472727272727273,8.646341463414634,0,-0.6666666666666666,0,1.0
103,1,5,98,4,1,0,10,13,0.6190476190476191,0,0,14.021739130434783,9.823809523809524,5,0.75,5,2.3333333333333335
