,carno,startlap,startrank,endrank,diff,sign,pred_endrank,pred_diff,pred_sign
4059,88,145,17.0,17.0,0.0,0,18.0,1.0,1
4060,98,145,5.0,5.0,0.0,0,6.0,1.0,1
4061,1,146,9.0,9.0,0.0,0,9.0,0.0,0
4062,4,146,8.0,8.0,0.0,0,8.0,0.0,0
4063,6,146,15.0,15.0,0.0,0,15.0,0.0,0
4064,7,146,25.0,25.0,0.0,0,25.0,0.0,0
4065,9,146,7.0,7.0,0.0,0,7.0,0.0,0
4066,12,146,0.0,0.0,0.0,0,0.0,0.0,0
4067,14,146,19.0,19.0,0.0,0,16.0,-3.0,-1
4068,15,146,10.0,10.0,0.0,0,10.0,0.0,0
4069,17,146,24.0,24.0,0.0,0,24.0,0.0,0
4070,19,146,16.0,16.0,0.0,0,17.0,1.0,1
4071,20,146,1.0,1.0,0.0,0,1.0,0.0,0
4072,21,146,21.0,21.0,0.0,0,21.0,0.0,0
4073,22,146,2.0,2.0,0.0,0,2.0,0.0,0
4074,23,146,18.0,18.0,0.0,0,19.0,1.0,1
4075,24,146,6.0,6.0,0.0,0,6.0,0.0,0
4076,25,146,20.0,20.0,0.0,0,20.0,0.0,0
4077,26,146,23.0,23.0,0.0,0,23.0,0.0,0
4078,27,146,4.0,4.0,0.0,0,4.0,0.0,0
4079,28,146,3.0,3.0,0.0,0,3.0,0.0,0
4080,29,146,11.0,11.0,0.0,0,12.0,1.0,1
4081,59,146,22.0,22.0,0.0,0,22.0,0.0,0
4082,60,146,12.0,12.0,0.0,0,11.0,-1.0,-1
4083,64,146,13.0,14.0,1.0,1,13.0,0.0,0
4084,66,146,14.0,13.0,-1.0,-1,14.0,0.0,0
4085,88,146,17.0,17.0,0.0,0,18.0,1.0,1
4086,98,146,5.0,5.0,0.0,0,5.0,0.0,0
4087,1,147,9.0,9.0,0.0,0,9.0,0.0,0
4088,4,147,8.0,8.0,0.0,0,8.0,0.0,0
4089,6,147,15.0,15.0,0.0,0,15.0,0.0,0
4090,7,147,25.0,25.0,0.0,0,25.0,0.0,0
4091,9,147,7.0,7.0,0.0,0,7.0,0.0,0
4092,12,147,0.0,0.0,0.0,0,0.0,0.0,0
4093,14,147,19.0,19.0,0.0,0,18.0,-1.0,-1
4094,15,147,10.0,10.0,0.0,0,10.0,0.0,0
4095,17,147,24.0,23.0,-1.0,-1,23.0,-1.0,-1
4096,19,147,16.0,16.0,0.0,0,17.0,1.0,1
4097,20,147,1.0,1.0,0.0,0,1.0,0.0,0
4098,21,147,21.0,21.0,0.0,0,21.0,0.0,0
4099,22,147,2.0,2.0,0.0,0,2.0,0.0,0
4100,23,147,18.0,18.0,0.0,0,19.0,1.0,1
4101,24,147,6.0,6.0,0.0,0,6.0,0.0,0
4102,25,147,20.0,20.0,0.0,0,20.0,0.0,0
4103,26,147,23.0,24.0,1.0,1,24.0,1.0,1
4104,27,147,4.0,4.0,0.0,0,3.0,-1.0,-1
4105,28,147,3.0,3.0,0.0,0,4.0,1.0,1
4106,29,147,11.0,11.0,0.0,0,12.0,1.0,1
4107,59,147,22.0,22.0,0.0,0,22.0,0.0,0
4108,60,147,12.0,12.0,0.0,0,11.0,-1.0,-1
4109,64,147,14.0,14.0,0.0,0,14.0,0.0,0
4110,66,147,13.0,13.0,0.0,0,13.0,0.0,0
4111,88,147,17.0,17.0,0.0,0,16.0,-1.0,-1
4112,98,147,5.0,5.0,0.0,0,5.0,0.0,0
4113,1,148,9.0,9.0,0.0,0,9.0,0.0,0
4114,4,148,8.0,8.0,0.0,0,8.0,0.0,0
4115,6,148,15.0,15.0,0.0,0,15.0,0.0,0
4116,7,148,25.0,25.0,0.0,0,25.0,0.0,0
4117,9,148,7.0,7.0,0.0,0,7.0,0.0,0
4118,12,148,0.0,0.0,0.0,0,0.0,0.0,0
4119,14,148,19.0,19.0,0.0,0,18.0,-1.0,-1
4120,15,148,10.0,10.0,0.0,0,10.0,0.0,0
4121,17,148,24.0,23.0,-1.0,-1,23.0,-1.0,-1
4122,19,148,16.0,16.0,0.0,0,16.0,0.0,0
4123,20,148,1.0,1.0,0.0,0,1.0,0.0,0
4124,21,148,21.0,21.0,0.0,0,21.0,0.0,0
4125,22,148,2.0,2.0,0.0,0,2.0,0.0,0
4126,23,148,18.0,18.0,0.0,0,19.0,1.0,1
4127,24,148,6.0,6.0,0.0,0,5.0,-1.0,-1
4128,25,148,20.0,20.0,0.0,0,20.0,0.0,0
4129,26,148,23.0,24.0,1.0,1,24.0,1.0,1
4130,27,148,4.0,4.0,0.0,0,4.0,0.0,0
4131,28,148,3.0,3.0,0.0,0,3.0,0.0,0
4132,29,148,11.0,11.0,0.0,0,12.0,1.0,1
4133,59,148,22.0,22.0,0.0,0,22.0,0.0,0
4134,60,148,12.0,12.0,0.0,0,11.0,-1.0,-1
4135,64,148,14.0,14.0,0.0,0,14.0,0.0,0
4136,66,148,13.0,13.0,0.0,0,13.0,0.0,0
4137,88,148,17.0,17.0,0.0,0,17.0,0.0,0
4138,98,148,5.0,5.0,0.0,0,6.0,1.0,1
4139,1,149,9.0,9.0,0.0,0,9.0,0.0,0
4140,4,149,8.0,8.0,0.0,0,8.0,0.0,0
4141,6,149,15.0,15.0,0.0,0,15.0,0.0,0
4142,7,149,25.0,25.0,0.0,0,25.0,0.0,0
4143,9,149,7.0,7.0,0.0,0,7.0,0.0,0
4144,12,149,0.0,0.0,0.0,0,0.0,0.0,0
4145,14,149,19.0,18.0,-1.0,-1,18.0,-1.0,-1
4146,15,149,10.0,10.0,0.0,0,10.0,0.0,0
4147,17,149,23.0,23.0,0.0,0,23.0,0.0,0
4148,19,149,16.0,20.0,4.0,1,20.0,4.0,1
4149,20,149,1.0,1.0,0.0,0,1.0,0.0,0
4150,21,149,21.0,21.0,0.0,0,21.0,0.0,0
4151,22,149,2.0,2.0,0.0,0,2.0,0.0,0
4152,23,149,18.0,17.0,-1.0,-1,17.0,-1.0,-1
4153,24,149,6.0,6.0,0.0,0,6.0,0.0,0
4154,25,149,20.0,19.0,-1.0,-1,19.0,-1.0,-1
4155,26,149,24.0,24.0,0.0,0,24.0,0.0,0
4156,27,149,4.0,4.0,0.0,0,4.0,0.0,0
4157,28,149,3.0,3.0,0.0,0,3.0,0.0,0
4158,29,149,11.0,11.0,0.0,0,11.0,0.0,0
4159,59,149,22.0,22.0,0.0,0,22.0,0.0,0
4160,60,149,12.0,12.0,0.0,0,12.0,0.0,0
4161,64,149,14.0,14.0,0.0,0,14.0,0.0,0
4162,66,149,13.0,13.0,0.0,0,13.0,0.0,0
4163,88,149,17.0,16.0,-1.0,-1,16.0,-1.0,-1
4164,98,149,5.0,5.0,0.0,0,5.0,0.0,0
4165,1,150,9.0,9.0,0.0,0,9.0,0.0,0
4166,4,150,8.0,8.0,0.0,0,8.0,0.0,0
4167,6,150,15.0,16.0,1.0,1,15.0,0.0,0
4168,7,150,25.0,25.0,0.0,0,25.0,0.0,0
4169,9,150,7.0,7.0,0.0,0,7.0,0.0,0
4170,12,150,0.0,0.0,0.0,0,0.0,0.0,0
4171,14,150,19.0,17.0,-2.0,-1,18.0,-1.0,-1
4172,15,150,10.0,10.0,0.0,0,10.0,0.0,0
4173,17,150,23.0,23.0,0.0,0,24.0,1.0,1
4174,19,150,16.0,20.0,4.0,1,20.0,4.0,1
4175,20,150,1.0,1.0,0.0,0,1.0,0.0,0
4176,21,150,21.0,21.0,0.0,0,21.0,0.0,0
4177,22,150,2.0,2.0,0.0,0,2.0,0.0,0
4178,23,150,18.0,18.0,0.0,0,17.0,-1.0,-1
4179,24,150,6.0,6.0,0.0,0,6.0,0.0,0
4180,25,150,20.0,19.0,-1.0,-1,19.0,-1.0,-1
4181,26,150,24.0,24.0,0.0,0,23.0,-1.0,-1
4182,27,150,4.0,4.0,0.0,0,4.0,0.0,0
4183,28,150,3.0,3.0,0.0,0,3.0,0.0,0
4184,29,150,11.0,11.0,0.0,0,13.0,2.0,1
4185,59,150,22.0,22.0,0.0,0,22.0,0.0,0
4186,60,150,12.0,13.0,1.0,1,11.0,-1.0,-1
4187,64,150,14.0,15.0,1.0,1,14.0,0.0,0
4188,66,150,13.0,12.0,-1.0,-1,12.0,-1.0,-1
4189,88,150,17.0,14.0,-3.0,-1,16.0,-1.0,-1
4190,98,150,5.0,5.0,0.0,0,5.0,0.0,0
4191,1,151,9.0,10.0,1.0,1,9.0,0.0,0
4192,4,151,8.0,8.0,0.0,0,8.0,0.0,0
4193,6,151,15.0,14.0,-1.0,-1,15.0,0.0,0
4194,7,151,25.0,25.0,0.0,0,25.0,0.0,0
4195,9,151,7.0,6.0,-1.0,-1,7.0,0.0,0
4196,12,151,0.0,0.0,0.0,0,0.0,0.0,0
4197,14,151,18.0,15.0,-3.0,-1,17.0,-1.0,-1
4198,15,151,10.0,9.0,-1.0,-1,11.0,1.0,1
4199,17,151,23.0,23.0,0.0,0,22.0,-1.0,-1
4200,19,151,20.0,20.0,0.0,0,20.0,0.0,0
4201,20,151,1.0,1.0,0.0,0,1.0,0.0,0
4202,21,151,21.0,21.0,0.0,0,21.0,0.0,0
4203,22,151,2.0,3.0,1.0,1,2.0,0.0,0
4204,23,151,17.0,18.0,1.0,1,18.0,1.0,1
4205,24,151,6.0,12.0,6.0,1,6.0,0.0,0
4206,25,151,19.0,19.0,0.0,0,19.0,0.0,0
4207,26,151,24.0,24.0,0.0,0,23.0,-1.0,-1
4208,27,151,4.0,2.0,-2.0,-1,4.0,0.0,0
4209,28,151,3.0,4.0,1.0,1,3.0,0.0,0
4210,29,151,11.0,11.0,0.0,0,12.0,1.0,1
4211,59,151,22.0,22.0,0.0,0,24.0,2.0,1
4212,60,151,12.0,17.0,5.0,1,10.0,-2.0,-1
4213,64,151,14.0,5.0,-9.0,-1,14.0,0.0,0
4214,66,151,13.0,13.0,0.0,0,13.0,0.0,0
4215,88,151,16.0,16.0,0.0,0,16.0,0.0,0
4216,98,151,5.0,7.0,2.0,1,5.0,0.0,0
4217,1,152,8.0,10.0,2.0,1,14.0,6.0,1
4218,4,152,7.0,8.0,1.0,1,10.0,3.0,1
4219,6,152,15.0,13.0,-2.0,-1,13.0,-2.0,-1
4220,7,152,24.0,24.0,0.0,0,24.0,0.0,0
4221,9,152,6.0,7.0,1.0,1,6.0,0.0,0
4222,12,152,0.0,0.0,0.0,0,0.0,0.0,0
4223,14,152,16.0,14.0,-2.0,-1,16.0,0.0,0
4224,15,152,9.0,9.0,0.0,0,7.0,-2.0,-1
4225,17,152,22.0,22.0,0.0,0,22.0,0.0,0
4226,19,152,19.0,19.0,0.0,0,19.0,0.0,0
4227,20,152,1.0,1.0,0.0,0,4.0,3.0,1
4228,21,152,20.0,20.0,0.0,0,20.0,0.0,0
4229,22,152,2.0,3.0,1.0,1,3.0,1.0,1
4230,23,152,17.0,17.0,0.0,0,18.0,1.0,1
4231,25,152,18.0,18.0,0.0,0,15.0,-3.0,-1
4232,26,152,23.0,23.0,0.0,0,23.0,0.0,0
4233,27,152,4.0,2.0,-2.0,-1,1.0,-3.0,-1
4234,28,152,3.0,4.0,1.0,1,2.0,-1.0,-1
4235,29,152,10.0,11.0,1.0,1,5.0,-5.0,-1
4236,59,152,21.0,21.0,0.0,0,21.0,0.0,0
4237,60,152,12.0,16.0,4.0,1,11.0,-1.0,-1
4238,64,152,14.0,6.0,-8.0,-1,12.0,-2.0,-1
4239,66,152,11.0,12.0,1.0,1,9.0,-2.0,-1
4240,88,152,13.0,15.0,2.0,1,17.0,4.0,1
4241,98,152,5.0,5.0,0.0,0,8.0,3.0,1
4242,1,153,10.0,10.0,0.0,0,11.0,1.0,1
4243,4,153,8.0,8.0,0.0,0,9.0,1.0,1
4244,6,153,13.0,13.0,0.0,0,14.0,1.0,1
4245,7,153,24.0,24.0,0.0,0,24.0,0.0,0
4246,9,153,6.0,7.0,1.0,1,6.0,0.0,0
4247,12,153,0.0,0.0,0.0,0,0.0,0.0,0
4248,14,153,14.0,14.0,0.0,0,13.0,-1.0,-1
4249,15,153,9.0,9.0,0.0,0,8.0,-1.0,-1
4250,17,153,22.0,22.0,0.0,0,21.0,-1.0,-1
4251,19,153,19.0,19.0,0.0,0,19.0,0.0,0
4252,20,153,1.0,1.0,0.0,0,1.0,0.0,0
4253,21,153,20.0,20.0,0.0,0,20.0,0.0,0
4254,22,153,3.0,3.0,0.0,0,3.0,0.0,0
4255,23,153,17.0,17.0,0.0,0,17.0,0.0,0
4256,25,153,18.0,18.0,0.0,0,18.0,0.0,0
4257,26,153,23.0,23.0,0.0,0,23.0,0.0,0
4258,27,153,2.0,2.0,0.0,0,2.0,0.0,0
4259,28,153,4.0,4.0,0.0,0,4.0,0.0,0
4260,29,153,11.0,11.0,0.0,0,10.0,-1.0,-1
4261,59,153,21.0,21.0,0.0,0,22.0,1.0,1
4262,60,153,16.0,16.0,0.0,0,16.0,0.0,0
4263,64,153,5.0,6.0,1.0,1,5.0,0.0,0
4264,66,153,12.0,12.0,0.0,0,12.0,0.0,0
4265,88,153,15.0,15.0,0.0,0,15.0,0.0,0
4266,98,153,7.0,5.0,-2.0,-1,7.0,0.0,0
4267,1,154,10.0,9.0,-1.0,-1,10.0,0.0,0
4268,4,154,8.0,7.0,-1.0,-1,8.0,0.0,0
4269,6,154,13.0,12.0,-1.0,-1,12.0,-1.0,-1
4270,7,154,24.0,24.0,0.0,0,24.0,0.0,0
4271,9,154,7.0,6.0,-1.0,-1,6.0,-1.0,-1
4272,12,154,0.0,0.0,0.0,0,0.0,0.0,0
4273,14,154,14.0,13.0,-1.0,-1,13.0,-1.0,-1
4274,15,154,9.0,8.0,-1.0,-1,7.0,-2.0,-1
4275,17,154,22.0,21.0,-1.0,-1,21.0,-1.0,-1
4276,19,154,19.0,17.0,-2.0,-1,16.0,-3.0,-1
4277,20,154,1.0,1.0,0.0,0,1.0,0.0,0
4278,21,154,20.0,20.0,0.0,0,20.0,0.0,0
4279,22,154,3.0,3.0,0.0,0,3.0,0.0,0
4280,23,154,17.0,16.0,-1.0,-1,18.0,1.0,1
4281,25,154,18.0,18.0,0.0,0,19.0,1.0,1
4282,26,154,23.0,23.0,0.0,0,23.0,0.0,0
4283,27,154,2.0,2.0,0.0,0,2.0,0.0,0
4284,28,154,4.0,4.0,0.0,0,4.0,0.0,0
4285,29,154,11.0,10.0,-1.0,-1,9.0,-2.0,-1
4286,59,154,21.0,22.0,1.0,1,22.0,1.0,1
4287,60,154,16.0,15.0,-1.0,-1,14.0,-2.0,-1
4288,64,154,6.0,19.0,13.0,1,17.0,11.0,1
4289,66,154,12.0,11.0,-1.0,-1,11.0,-1.0,-1
4290,88,154,15.0,14.0,-1.0,-1,15.0,0.0,0
4291,98,154,5.0,5.0,0.0,0,5.0,0.0,0
4292,1,155,10.0,9.0,-1.0,-1,9.0,-1.0,-1
4293,4,155,8.0,7.0,-1.0,-1,8.0,0.0,0
4294,6,155,13.0,12.0,-1.0,-1,12.0,-1.0,-1
4295,7,155,24.0,24.0,0.0,0,24.0,0.0,0
4296,9,155,7.0,6.0,-1.0,-1,6.0,-1.0,-1
4297,12,155,0.0,0.0,0.0,0,0.0,0.0,0
4298,14,155,14.0,13.0,-1.0,-1,13.0,-1.0,-1
4299,15,155,9.0,8.0,-1.0,-1,7.0,-2.0,-1
4300,17,155,22.0,21.0,-1.0,-1,21.0,-1.0,-1
4301,19,155,19.0,15.0,-4.0,-1,15.0,-4.0,-1
4302,20,155,1.0,1.0,0.0,0,1.0,0.0,0
4303,21,155,20.0,20.0,0.0,0,20.0,0.0,0
4304,22,155,3.0,3.0,0.0,0,3.0,0.0,0
4305,23,155,17.0,16.0,-1.0,-1,18.0,1.0,1
4306,25,155,18.0,17.0,-1.0,-1,19.0,1.0,1
4307,26,155,23.0,22.0,-1.0,-1,22.0,-1.0,-1
4308,27,155,2.0,2.0,0.0,0,2.0,0.0,0
4309,28,155,4.0,4.0,0.0,0,4.0,0.0,0
4310,29,155,11.0,10.0,-1.0,-1,10.0,-1.0,-1
4311,59,155,21.0,23.0,2.0,1,23.0,2.0,1
4312,60,155,16.0,19.0,3.0,1,16.0,0.0,0
4313,64,155,6.0,18.0,12.0,1,17.0,11.0,1
4314,66,155,12.0,11.0,-1.0,-1,11.0,-1.0,-1
4315,88,155,15.0,14.0,-1.0,-1,14.0,-1.0,-1
4316,98,155,5.0,5.0,0.0,0,5.0,0.0,0
4317,1,156,9.0,9.0,0.0,0,9.0,0.0,0
4318,4,156,7.0,7.0,0.0,0,8.0,1.0,1
4319,6,156,12.0,12.0,0.0,0,12.0,0.0,0
4320,7,156,24.0,24.0,0.0,0,24.0,0.0,0
4321,9,156,6.0,6.0,0.0,0,7.0,1.0,1
4322,12,156,0.0,0.0,0.0,0,0.0,0.0,0
4323,14,156,13.0,13.0,0.0,0,13.0,0.0,0
4324,15,156,8.0,8.0,0.0,0,6.0,-2.0,-1
4325,17,156,21.0,21.0,0.0,0,21.0,0.0,0
4326,19,156,17.0,15.0,-2.0,-1,15.0,-2.0,-1
4327,20,156,1.0,1.0,0.0,0,1.0,0.0,0
4328,21,156,20.0,20.0,0.0,0,20.0,0.0,0
4329,22,156,3.0,3.0,0.0,0,3.0,0.0,0
4330,23,156,16.0,16.0,0.0,0,16.0,0.0,0
4331,25,156,18.0,17.0,-1.0,-1,17.0,-1.0,-1
4332,26,156,23.0,22.0,-1.0,-1,22.0,-1.0,-1
4333,27,156,2.0,2.0,0.0,0,2.0,0.0,0
4334,28,156,4.0,4.0,0.0,0,4.0,0.0,0
4335,29,156,10.0,10.0,0.0,0,10.0,0.0,0
4336,59,156,22.0,23.0,1.0,1,23.0,1.0,1
4337,60,156,15.0,19.0,4.0,1,18.0,3.0,1
4338,64,156,19.0,18.0,-1.0,-1,19.0,0.0,0
4339,66,156,11.0,11.0,0.0,0,11.0,0.0,0
4340,88,156,14.0,14.0,0.0,0,14.0,0.0,0
4341,98,156,5.0,5.0,0.0,0,5.0,0.0,0
4342,1,157,9.0,8.0,-1.0,-1,8.0,-1.0,-1
4343,4,157,7.0,6.0,-1.0,-1,7.0,0.0,0
4344,6,157,12.0,12.0,0.0,0,11.0,-1.0,-1
4345,7,157,24.0,24.0,0.0,0,24.0,0.0,0
4346,9,157,6.0,10.0,4.0,1,17.0,11.0,1
4347,12,157,0.0,0.0,0.0,0,0.0,0.0,0
4348,14,157,13.0,13.0,0.0,0,12.0,-1.0,-1
4349,15,157,8.0,7.0,-1.0,-1,6.0,-2.0,-1
4350,17,157,21.0,21.0,0.0,0,21.0,0.0,0
4351,19,157,15.0,15.0,0.0,0,14.0,-1.0,-1
4352,20,157,1.0,1.0,0.0,0,1.0,0.0,0
4353,21,157,20.0,20.0,0.0,0,20.0,0.0,0
4354,22,157,3.0,3.0,0.0,0,3.0,0.0,0
4355,23,157,16.0,19.0,3.0,1,18.0,2.0,1
4356,25,157,17.0,16.0,-1.0,-1,16.0,-1.0,-1
4357,26,157,22.0,22.0,0.0,0,22.0,0.0,0
4358,27,157,2.0,2.0,0.0,0,2.0,0.0,0
4359,28,157,4.0,4.0,0.0,0,4.0,0.0,0
4360,29,157,10.0,9.0,-1.0,-1,9.0,-1.0,-1
4361,59,157,23.0,23.0,0.0,0,23.0,0.0,0
4362,60,157,19.0,18.0,-1.0,-1,19.0,0.0,0
4363,64,157,18.0,17.0,-1.0,-1,15.0,-3.0,-1
4364,66,157,11.0,11.0,0.0,0,10.0,-1.0,-1
4365,88,157,14.0,14.0,0.0,0,13.0,-1.0,-1
4366,98,157,5.0,5.0,0.0,0,5.0,0.0,0
4367,1,158,9.0,8.0,-1.0,-1,8.0,-1.0,-1
4368,4,158,7.0,6.0,-1.0,-1,6.0,-1.0,-1
4369,6,158,12.0,10.0,-2.0,-1,11.0,-1.0,-1
4370,7,158,24.0,24.0,0.0,0,24.0,0.0,0
4371,9,158,6.0,18.0,12.0,1,19.0,13.0,1
4372,12,158,0.0,0.0,0.0,0,0.0,0.0,0
4373,14,158,13.0,12.0,-1.0,-1,12.0,-1.0,-1
4374,15,158,8.0,7.0,-1.0,-1,7.0,-1.0,-1
4375,17,158,21.0,21.0,0.0,0,21.0,0.0,0
4376,19,158,15.0,14.0,-1.0,-1,15.0,0.0,0
4377,20,158,1.0,2.0,1.0,1,1.0,0.0,0
4378,21,158,20.0,20.0,0.0,0,20.0,0.0,0
4379,22,158,3.0,3.0,0.0,0,3.0,0.0,0
4380,23,158,16.0,19.0,3.0,1,18.0,2.0,1
4381,25,158,17.0,15.0,-2.0,-1,14.0,-3.0,-1
4382,26,158,22.0,22.0,0.0,0,22.0,0.0,0
4383,27,158,2.0,1.0,-1.0,-1,2.0,0.0,0
4384,28,158,4.0,4.0,0.0,0,4.0,0.0,0
4385,29,158,10.0,9.0,-1.0,-1,9.0,-1.0,-1
4386,59,158,23.0,23.0,0.0,0,23.0,0.0,0
4387,60,158,19.0,17.0,-2.0,-1,17.0,-2.0,-1
4388,64,158,18.0,16.0,-2.0,-1,16.0,-2.0,-1
4389,66,158,11.0,11.0,0.0,0,10.0,-1.0,-1
4390,88,158,14.0,13.0,-1.0,-1,13.0,-1.0,-1
4391,98,158,5.0,5.0,0.0,0,5.0,0.0,0
4392,1,159,8.0,7.0,-1.0,-1,9.0,1.0,1
4393,4,159,6.0,13.0,7.0,1,7.0,1.0,1
4394,6,159,12.0,14.0,2.0,1,11.0,-1.0,-1
4395,7,159,24.0,24.0,0.0,0,24.0,0.0,0
4396,9,159,10.0,17.0,7.0,1,18.0,8.0,1
4397,12,159,0.0,0.0,0.0,0,0.0,0.0,0
4398,14,159,13.0,8.0,-5.0,-1,13.0,0.0,0
4399,15,159,7.0,5.0,-2.0,-1,6.0,-1.0,-1
4400,17,159,21.0,22.0,1.0,1,21.0,0.0,0
4401,19,159,15.0,15.0,0.0,0,14.0,-1.0,-1
4402,20,159,1.0,1.0,0.0,0,1.0,0.0,0
4403,21,159,20.0,20.0,0.0,0,20.0,0.0,0
4404,22,159,3.0,3.0,0.0,0,3.0,0.0,0
4405,23,159,19.0,19.0,0.0,0,19.0,0.0,0
4406,25,159,16.0,16.0,0.0,0,15.0,-1.0,-1
4407,26,159,22.0,21.0,-1.0,-1,22.0,0.0,0
4408,27,159,2.0,2.0,0.0,0,2.0,0.0,0
4409,28,159,4.0,4.0,0.0,0,4.0,0.0,0
4410,29,159,9.0,11.0,2.0,1,8.0,-1.0,-1
4411,59,159,23.0,23.0,0.0,0,23.0,0.0,0
4412,60,159,18.0,18.0,0.0,0,17.0,-1.0,-1
4413,64,159,17.0,12.0,-5.0,-1,16.0,-1.0,-1
4414,66,159,11.0,9.0,-2.0,-1,10.0,-1.0,-1
4415,88,159,14.0,10.0,-4.0,-1,12.0,-2.0,-1
4416,98,159,5.0,6.0,1.0,1,5.0,0.0,0
4417,1,160,8.0,7.0,-1.0,-1,12.0,4.0,1
4418,4,160,6.0,13.0,7.0,1,10.0,4.0,1
4419,6,160,10.0,14.0,4.0,1,3.0,-7.0,-1
4420,7,160,24.0,24.0,0.0,0,24.0,0.0,0
4421,9,160,18.0,18.0,0.0,0,18.0,0.0,0
4422,12,160,0.0,0.0,0.0,0,0.0,0.0,0
4423,14,160,12.0,8.0,-4.0,-1,14.0,2.0,1
4424,15,160,7.0,5.0,-2.0,-1,2.0,-5.0,-1
4425,17,160,21.0,22.0,1.0,1,21.0,0.0,0
4426,19,160,14.0,15.0,1.0,1,11.0,-3.0,-1
4427,20,160,2.0,1.0,-1.0,-1,1.0,-1.0,-1
4428,21,160,20.0,20.0,0.0,0,20.0,0.0,0
4429,22,160,3.0,3.0,0.0,0,8.0,5.0,1
4430,23,160,19.0,19.0,0.0,0,19.0,0.0,0
4431,25,160,15.0,16.0,1.0,1,15.0,0.0,0
4432,26,160,22.0,21.0,-1.0,-1,22.0,0.0,0
4433,27,160,1.0,2.0,1.0,1,4.0,3.0,1
4434,28,160,4.0,4.0,0.0,0,7.0,3.0,1
4435,29,160,9.0,12.0,3.0,1,6.0,-3.0,-1
4436,59,160,23.0,23.0,0.0,0,23.0,0.0,0
4437,60,160,17.0,17.0,0.0,0,17.0,0.0,0
4438,64,160,16.0,10.0,-6.0,-1,16.0,0.0,0
4439,66,160,11.0,9.0,-2.0,-1,9.0,-2.0,-1
4440,88,160,13.0,11.0,-2.0,-1,13.0,0.0,0
4441,98,160,5.0,6.0,1.0,1,5.0,0.0,0
4442,1,161,7.0,7.0,0.0,0,8.0,1.0,1
4443,4,161,13.0,13.0,0.0,0,15.0,2.0,1
4444,6,161,14.0,14.0,0.0,0,14.0,0.0,0
4445,7,161,24.0,24.0,0.0,0,24.0,0.0,0
4446,9,161,17.0,18.0,1.0,1,17.0,0.0,0
4447,12,161,0.0,0.0,0.0,0,0.0,0.0,0
4448,14,161,8.0,8.0,0.0,0,10.0,2.0,1
4449,15,161,5.0,5.0,0.0,0,5.0,0.0,0
4450,17,161,22.0,22.0,0.0,0,22.0,0.0,0
4451,19,161,15.0,15.0,0.0,0,12.0,-3.0,-1
4452,20,161,1.0,1.0,0.0,0,1.0,0.0,0
4453,21,161,20.0,20.0,0.0,0,20.0,0.0,0
4454,22,161,3.0,3.0,0.0,0,3.0,0.0,0
4455,23,161,19.0,19.0,0.0,0,19.0,0.0,0
4456,25,161,16.0,16.0,0.0,0,16.0,0.0,0
4457,26,161,21.0,21.0,0.0,0,21.0,0.0,0
4458,27,161,2.0,2.0,0.0,0,2.0,0.0,0
4459,28,161,4.0,4.0,0.0,0,4.0,0.0,0
4460,29,161,11.0,11.0,0.0,0,9.0,-2.0,-1
4461,59,161,23.0,23.0,0.0,0,23.0,0.0,0
4462,60,161,18.0,17.0,-1.0,-1,18.0,0.0,0
4463,64,161,12.0,12.0,0.0,0,11.0,-1.0,-1
4464,66,161,9.0,9.0,0.0,0,7.0,-2.0,-1
4465,88,161,10.0,10.0,0.0,0,13.0,3.0,1
4466,98,161,6.0,6.0,0.0,0,6.0,0.0,0
4467,1,162,7.0,7.0,0.0,0,8.0,1.0,1
4468,4,162,13.0,13.0,0.0,0,14.0,1.0,1
4469,6,162,14.0,14.0,0.0,0,13.0,-1.0,-1
4470,7,162,24.0,24.0,0.0,0,24.0,0.0,0
4471,9,162,18.0,18.0,0.0,0,18.0,0.0,0
4472,12,162,0.0,0.0,0.0,0,0.0,0.0,0
4473,14,162,8.0,8.0,0.0,0,9.0,1.0,1
4474,15,162,5.0,5.0,0.0,0,5.0,0.0,0
4475,17,162,22.0,22.0,0.0,0,22.0,0.0,0
4476,19,162,15.0,16.0,1.0,1,15.0,0.0,0
4477,20,162,1.0,1.0,0.0,0,1.0,0.0,0
4478,21,162,20.0,20.0,0.0,0,20.0,0.0,0
4479,22,162,3.0,3.0,0.0,0,3.0,0.0,0
4480,23,162,19.0,19.0,0.0,0,19.0,0.0,0
4481,25,162,16.0,15.0,-1.0,-1,16.0,0.0,0
4482,26,162,21.0,21.0,0.0,0,21.0,0.0,0
4483,27,162,2.0,2.0,0.0,0,2.0,0.0,0
4484,28,162,4.0,4.0,0.0,0,4.0,0.0,0
4485,29,162,12.0,11.0,-1.0,-1,10.0,-2.0,-1
4486,59,162,23.0,23.0,0.0,0,23.0,0.0,0
4487,60,162,17.0,17.0,0.0,0,17.0,0.0,0
4488,64,162,10.0,12.0,2.0,1,11.0,1.0,1
4489,66,162,9.0,9.0,0.0,0,6.0,-3.0,-1
4490,88,162,11.0,10.0,-1.0,-1,12.0,1.0,1
4491,98,162,6.0,6.0,0.0,0,7.0,1.0,1
4492,1,163,7.0,7.0,0.0,0,8.0,1.0,1
4493,4,163,13.0,13.0,0.0,0,14.0,1.0,1
4494,6,163,14.0,14.0,0.0,0,13.0,-1.0,-1
4495,7,163,24.0,24.0,0.0,0,24.0,0.0,0
