,target,start_lap,eventid,car_number,stageid,firststage,pit_in_caution,start_position,start_rank,start_rank_ratio,top_pack,bottom_pack,average_rank,average_rank_all,change_in_rank,change_in_rank_all,rate_of_change,rate_of_change_all,laptime_green_mean_prev,laptime_green_std_prev,laptime_green_mean_all,laptime_green_std_all,laptime_mean_prev,laptime_std_prev,laptime_mean_all,laptime_std_all,laps_prev,laps_after_last_pitstop,pittime_prev,prev_nb0_change_in_rank,prev_nb1_change_in_rank,prev_nb2_change_in_rank,follow_nb0_change_in_rank,follow_nb1_change_in_rank,follow_nb2_change_in_rank,cautionlaps_all,cautionlaps_cur,stint_len
1490,-2,60,5,88,3,1,1,22,28,0.8484848484848485,0,1,19.7,21.116666666666667,9,2.0,19,1.0,49.646866666666675,9.03797149229602,43.905726,6.60822716073865,85.32062,29.040430550382688,51.464304999999996,20.595570413339086,10,10,114.97065,4,2,2,0,-1,0,7,2,33
1491,-2,93,5,88,4,1,0,22,26,0.7878787878787878,0,0,20.333333333333332,20.838709677419356,-2,1.0,-11,-3.0,44.81709999999999,6.982875660413838,44.20951733333333,6.74911401469108,57.25365151515152,24.36785304091663,53.51858924731182,22.18189072487785,33,33,109.53710000000001,5,4,4,13,-1,0,8,0,31
1492,-4,124,5,88,5,1,0,22,24,0.7272727272727273,0,0,21.193548387096776,20.927419354838708,-2,0.4,0,-2.25,42.999993548387096,5.230536294895241,43.855788679245286,6.366549188359135,42.999993548387096,5.230536294895241,50.88894032258064,19.915119758185995,31,31,62.044000000000004,-3,-13,-6,11,-6,-5,0,0,17
1493,-3,141,5,88,6,1,1,22,20,0.6060606060606061,0,0,24.058823529411764,21.30496453900709,-4,-0.3333333333333333,-2,-2.2,45.22658571428571,6.6167775145412575,44.015715,6.411366849492782,48.413641176470584,9.265969334077747,50.590500000000006,18.968259971372184,17,17,60.77945,5,0,5,1,1,7,3,3,30
1494,1,171,5,88,7,1,0,22,17,0.5151515151515151,0,0,15.4,20.269005847953217,-3,-0.7142857142857143,1,-1.6666666666666667,48.267741666666666,11.145053958853852,44.40226287878788,7.0820168892703075,73.09025666666668,24.79887743547657,54.53782573099415,21.85857842560277,30,30,104.37145,3,2,3,9,4,2,18,0,20
1495,-4,191,5,88,8,1,1,22,18,0.5454545454545454,0,0,18.3,20.06282722513089,1,-0.5,4,-0.8571428571428571,43.61907058823529,6.492147516877575,44.31290536912752,7.0216389878964165,46.783055,9.885424634353095,53.72580785340315,21.06268202136375,20,20,60.737700000000004,-1,2,4,8,-1,-4,3,3,9
1497,3,32,5,98,1,1,0,12,7,0.21212121212121213,0,0,9.90625,9.90625,-5,-5.0,0,0.0,42.96173437499999,7.174137656828929,42.96173437499999,7.174137656828929,42.96173437499999,7.174137656828929,42.96173437499999,7.174137656828929,32,32,63.2877,-3,0,1,0,0,0,0,0,18
1498,5,50,5,98,2,1,1,12,10,0.30303030303030304,0,0,10.722222222222221,10.2,3,-1.0,0,0.0,44.81064000000001,6.9717700948706955,43.55181063829788,7.162222940264918,47.99888888888889,12.37434347582345,44.77511,9.690736726302084,18,18,61.572500000000005,3,3,6,-5,-7,-8,3,3,42
1499,-5,92,5,98,3,1,0,12,15,0.45454545454545453,0,0,9.119047619047619,9.706521739130435,5,1.0,2,5.0,45.36682592592592,9.624684181931396,44.21404594594594,8.19410199057487,64.07923809523811,28.954294270247246,53.58786413043478,22.9395221478299,42,42,116.28375,7,2,3,6,6,5,15,0,33
1500,4,125,5,98,4,1,0,12,10,0.30303030303030304,0,0,10.333333333333334,9.872,-5,-0.5,-10,0.0,42.856336363636366,4.750045468989279,43.79531308411215,7.333989369923206,42.856336363636366,4.750045468989279,50.7547408,20.387077321860907,33,33,60.4717,0,7,1,-5,-6,0,0,0,45
1501,-2,170,5,98,5,1,0,12,14,0.42424242424242425,0,0,9.088888888888889,9.66470588235294,4,0.4,9,2.25,47.111448,11.821383192033664,44.423368939393946,8.470863674358451,65.47106666666667,25.09321722766267,54.65023882352941,22.681318082666206,45,45,60.77395,-2,5,-6,17,3,9,20,0,30
1503,-9,34,6,2,1,1,0,8,28,0.8484848484848485,0,1,5.0,5.0,20,20.0,0,0.0,44.094746666666666,10.903517094703382,44.094746666666666,10.903517094703382,49.444997058823525,18.662450412927864,49.444997058823525,18.662450412927864,34,34,62.406850000000006,3,0,0,0,15,18,4,0,32
1504,-1,66,6,2,2,1,0,8,19,0.5757575757575758,0,0,6.125,5.545454545454546,-9,5.5,0,0.0,42.110315625,4.65283149854133,43.07052419354839,8.347627079898805,42.110315625,4.65283149854133,45.88878787878788,14.260226146709865,32,32,59.6992,-7,-14,0,-19,-10,-2,0,0,36
1505,-4,102,6,2,3,1,0,8,18,0.5454545454545454,0,0,4.472222222222222,5.166666666666667,-1,3.3333333333333335,8,-10.5,43.977553333333326,10.054970058723308,43.36629456521739,8.950372836251304,51.54666388888889,21.426764176221713,47.88568529411766,17.347337587683544,36,36,59.64005,9,-7,-5,8,8,-4,6,0,33
1506,-5,135,6,2,4,1,0,8,14,0.42424242424242425,0,0,6.090909090909091,5.392592592592592,-4,1.5,-3,-8.0,42.019315151515144,4.719216686614949,43.010692000000006,8.074183164031888,42.019315151515144,4.719216686614949,46.45168370370371,15.46510498892747,33,33,59.984700000000004,-3,-12,-6,-8,2,0,0,0,36
1507,-4,171,6,2,5,1,0,8,9,0.2727272727272727,0,0,3.638888888888889,5.023391812865497,-5,0.2,-1,-6.25,44.64682400000001,10.171332824336446,43.28338066666667,8.481833071561018,55.23002777777778,20.91488047583999,48.299756140350866,17.138163357184748,36,36,59.7819,-2,-1,-4,-4,-2,10,11,0,9
1508,-1,180,6,2,6,1,1,8,5,0.15151515151515152,1,0,7.333333333333333,5.138888888888889,-4,-0.5,1,-4.8,47.031349999999996,9.240111818722756,43.427533333333336,8.542707117134785,56.13148888888888,19.723909511861454,48.69134277777778,17.360757564515794,9,9,59.645799999999994,1,-13,-14,1,5,-9,3,3,20
1510,22,36,6,3,1,1,0,12,8,0.24242424242424243,0,0,11.25,11.25,-4,-4.0,0,0.0,43.89413437499999,9.78639441145874,43.89413437499999,9.78639441145874,49.01009722222222,17.908067585735488,49.01009722222222,17.908067585735488,36,36,61.2483,-8,0,-4,3,-7,0,4,0,5
1511,-2,41,6,3,2,1,0,12,30,0.9090909090909091,0,1,24.8,12.902439024390244,22,9.0,0,0.0,53.99784000000001,20.446240735607123,45.25949999999999,12.298587454157797,53.99784000000001,20.446240735607123,49.61835853658536,18.309415333393904,5,5,73.99245,2,5,-7,27,-8,0,0,0,28
1512,0,69,6,3,3,1,0,12,28,0.8484848484848485,0,1,29.857142857142858,19.782608695652176,-2,5.333333333333333,-24,1.0,42.506117857142854,3.4466221879496515,44.073427692307696,9.647553203018852,42.506117857142854,3.4466221879496515,46.73223188405798,14.704253516924886,28,28,54.644450000000006,-5,0,-2,22,1,19,0,0,7
1513,-1,76,6,3,4,1,1,12,28,0.8484848484848485,0,1,27.428571428571427,20.486842105263158,0,4.0,2,1.3333333333333333,60.149699999999996,7.1484999999999985,44.55331641791046,9.965282200729602,79.30995714285714,24.279746098746415,49.73281184210526,18.421338892843576,7,7,60.149699999999996,1,2,0,22,19,0,5,5,34
1514,0,110,6,3,5,1,0,12,27,0.8181818181818182,0,0,28.0,22.80909090909091,-1,3.0,-1,0.75,43.033796969696965,8.858870628700444,44.05187499999999,9.640765522419628,44.91797352941177,13.904149336995621,48.24458909090909,17.296326385214893,34,34,99.95605,-1,2,-1,-1,-2,0,1,0,30
1515,-6,140,6,3,6,1,1,12,27,0.8181818181818182,0,0,27.866666666666667,23.892857142857142,0,2.5,1,0.8,43.020996000000004,5.695664697748982,43.845699200000006,9.00075780134536,46.00255000000001,9.464748938235674,47.76415214285714,15.971816988180272,30,30,60.51195,-1,9,0,15,-1,1,5,5,39
1516,1,179,6,3,7,1,1,12,21,0.6363636363636364,0,0,26.666666666666668,24.497206703910614,-6,1.2857142857142858,-6,-0.3333333333333333,42.56603666666667,6.056195188866982,43.598022580645164,8.525728780144656,53.805833333333354,21.982345360956735,49.08049608938547,17.635822223830207,39,39,96.59965,-3,-4,-7,-3,-5,1,9,3,2
1517,0,181,6,3,8,1,1,12,22,0.6666666666666666,0,0,21.0,24.4585635359116,1,1.25,7,0.7142857142857143,,,43.598022580645164,8.525728780144656,720.7654500000001,555.3012500000001,56.50242928176795,92.97842938166221,2,2,720.7654500000001,-3,-7,-3,-1,0,15,2,1,4
1518,-4,185,6,3,9,1,1,12,22,0.6666666666666666,0,0,22.0,24.405405405405407,0,1.1111111111111112,-1,0.5,,,43.598022580645164,8.525728780144656,115.6386,8.682942346059887,57.78104918918919,92.37790650045628,4,4,109.41025,-1,2,-1,0,0,0,4,3,14
1520,-1,36,6,4,1,1,0,24,15,0.45454545454545453,0,0,21.52777777777778,21.52777777777778,-9,-9.0,0,0.0,43.72920322580646,8.150263011053351,43.72920322580646,8.150263011053351,48.91685833333334,17.348669686212816,48.91685833333334,17.348669686212816,36,36,58.05785,-9,3,15,-16,20,-7,5,0,33
1521,2,69,6,4,2,1,0,24,14,0.42424242424242425,0,0,18.454545454545453,20.057971014492754,-1,-5.0,0,0.0,42.327975757575764,4.809050348201142,43.0066953125,6.677626579304527,42.327975757575764,4.809050348201142,45.765653623188406,13.376273137343068,33,33,60.63075,-3,-7,-7,17,-4,-3,0,0,38
1522,9,107,6,4,3,1,0,24,16,0.48484848484848486,0,0,16.44736842105263,18.77570093457944,2,-2.6666666666666665,3,5.5,43.90225625,8.283300048928927,43.305215624999995,7.264735357136901,50.81611052631579,19.136708283266394,47.5592738317757,15.851814833724234,38,38,62.4876,-4,1,-3,-3,-6,-4,6,0,33
1523,0,140,6,4,4,1,1,24,25,0.7575757575757576,0,0,19.454545454545453,18.935714285714287,9,0.25,7,6.0,42.717596666666665,6.181172329339224,43.16530634920635,7.026385466698105,44.134896969696975,8.347477011992808,46.75209928571429,14.511613908248487,33,33,64.3998,0,3,-1,-1,0,15,3,3,2
1524,-9,142,6,4,5,1,1,24,25,0.7575757575757576,0,0,25.0,19.02112676056338,0,0.2,-9,2.25,,,43.16530634920635,7.026385466698105,124.6798,58.030100000000004,47.84967253521127,18.42219014080858,2,2,124.6798,16,0,-2,-1,0,15,2,1,37
1525,0,179,6,4,6,1,1,24,16,0.48484848484848486,0,0,24.62162162162162,20.178770949720672,-9,-1.3333333333333333,-9,0.0,42.65352666666666,5.214032413013516,43.06688717948718,6.718975324920231,52.36795675675676,21.193762051240846,48.78361955307262,19.115973471159258,37,37,89.4752,-11,-11,-13,-9,-7,-4,7,2,5
1526,-1,184,6,4,7,1,1,24,16,0.48484848484848486,0,0,16.0,20.065217391304348,0,-1.1428571428571428,9,1.5,,,43.06688717948718,6.718975324920231,342.67884000000004,485.0273153923214,56.769902717391304,95.03443578424752,5,5,733.8945,-2,2,-2,3,-4,-3,5,4,16
1528,-3,36,6,5,1,1,0,32,16,0.48484848484848486,0,0,24.77777777777778,24.77777777777778,-16,-16.0,0,0.0,43.41906451612903,7.19615387481613,43.41906451612903,7.19615387481613,48.686283333333336,17.10689822686061,48.686283333333336,17.10689822686061,36,36,53.722350000000006,-9,-9,3,20,-7,7,5,0,33
1529,9,69,6,5,2,1,0,32,13,0.3939393939393939,0,0,17.575757575757574,21.333333333333332,-3,-9.5,0,0.0,42.24258181818181,4.678958982862084,42.812440625,6.059477845380913,42.24258181818181,4.678958982862084,45.60451304347826,13.17254543880438,33,33,59.958,-7,-7,-4,-1,17,-4,0,0,6
1530,-12,75,6,5,3,1,1,32,22,0.6666666666666666,0,0,19.166666666666668,21.16,9,-3.3333333333333335,12,12.5,51.045700000000004,10.798955304333841,43.29675,6.720875726541716,55.31906666666668,10.986098698304549,46.38167733333333,13.275392501673396,6,6,61.31045,-5,-1,-5,-2,-1,0,2,2,34
1531,3,109,6,5,4,1,0,32,10,0.30303030303030304,0,0,16.235294117647058,19.623853211009173,-12,-5.5,-21,1.3333333333333333,42.70377666666666,6.5269672218003025,43.115227551020396,6.667718463364356,49.54402647058823,19.801338561591486,47.36809816513762,15.67526576329425,34,34,100.4047,-3,3,4,-3,-4,1,4,0,33
1532,-2,142,6,5,5,1,1,32,13,0.3939393939393939,0,0,16.12121212121212,18.809859154929576,3,-3.8,15,4.75,42.29821379310344,4.946138130921394,42.92866535433071,6.3253842695056814,45.44553636363637,10.016444872636024,46.92130563380282,14.580353684845221,33,33,59.90175,1,10,12,-3,-2,-1,4,4,29
1533,0,171,6,5,6,1,0,32,11,0.3333333333333333,0,0,12.517241379310345,17.742690058479532,-2,-3.5,-5,2.8,43.015186956521745,7.367763592623366,42.941932,6.49615688812311,54.415717241379305,23.312566432691796,48.19228771929826,16.631664564072878,29,29,96.47794999999999,-4,-5,-2,10,15,5,6,0,9
1534,1,180,6,5,7,1,1,32,11,0.3333333333333333,0,0,14.666666666666666,17.58888888888889,0,-3.0,2,2.6666666666666665,47.18123333333333,9.30457687496977,43.10498205128205,6.67618317429421,57.2204111111111,18.62917728591031,48.64369388888889,16.852464159572772,9,9,59.784099999999995,2,4,-9,9,-13,-11,3,3,2
1535,-1,182,6,5,8,1,1,32,12,0.36363636363636365,0,0,11.0,17.516483516483518,1,-2.5,1,2.4285714285714284,,,43.10498205128205,6.67618317429421,724.6047,556.9504000000001,56.07183681318681,93.03528777650119,2,2,724.6047,9,2,9,-13,-11,-11,2,1,18
1537,-4,35,6,7,1,1,0,13,21,0.6363636363636364,0,0,13.0,13.0,8,8.0,0,0.0,43.88801290322581,9.54227198957666,43.88801290322581,9.54227198957666,49.203720000000004,18.023519438758743,49.203720000000004,18.023519438758743,35,35,61.0226,3,3,0,0,15,3,4,0,32
1538,-3,67,6,7,2,1,0,13,17,0.5151515151515151,0,0,10.71875,11.91044776119403,-4,2.0,0,0.0,42.319425,4.747389588171061,43.09126984126985,7.541054678323941,42.319425,4.747389588171061,45.915698507462686,13.866694961642862,32,32,60.019,-10,-19,-3,-9,-4,-7,0,0,37
1539,15,104,6,7,3,1,0,13,14,0.42424242424242425,0,0,9.432432432432432,11.028846153846153,-3,0.3333333333333333,1,-5.5,43.90354193548387,9.18997001092984,43.359146808510644,8.13089915181328,51.093735135135134,20.15572079687895,47.75788461538461,16.569660969593293,37,37,60.29235,9,-7,-5,8,-6,8,6,0,33
1540,-6,137,6,7,4,1,1,13,29,0.8787878787878788,0,1,8.93939393939394,10.525547445255475,15,4.0,18,2.3333333333333335,42.16396666666667,4.643952976732325,43.04858818897639,7.403479262610772,42.16396666666667,4.643952976732325,46.41044452554744,14.810029597775813,33,33,59.695550000000004,0,-1,-1,1,0,0,0,0,41
1541,1,178,6,7,5,1,1,13,23,0.696969696969697,0,0,27.926829268292682,14.53370786516854,-6,2.0,-21,-3.5,42.69898666666666,7.310733238361858,42.981785350318475,7.3871259071356405,59.008304878048776,42.590092562661496,49.3121988764045,24.79442205016451,41,41,179.65224999999998,1,0,12,-5,15,-4,11,3,1
1542,-1,179,6,7,6,1,1,13,24,0.7272727272727273,0,0,23.0,14.581005586592179,1,1.8333333333333333,7,-1.4,,,42.981785350318475,7.3871259071356405,169.0572,0.0,49.98116536312849,26.286627953013312,1,1,731.3828,-5,-3,-6,15,0,0,1,0,1
1543,0,180,6,7,7,1,1,13,23,0.696969696969697,0,0,24.0,14.633333333333333,-1,1.4285714285714286,-2,-1.5,,,42.981785350318475,7.3871259071356405,1293.7084,0.0,56.89076111111111,96.08880211674187,1,1,705.89475,-3,-6,-7,0,15,0,1,0,4
1544,0,184,6,7,8,1,1,13,23,0.696969696969697,0,0,23.0,14.815217391304348,0,1.25,1,-1.1428571428571428,,,42.981785350318475,7.3871259071356405,112.862375,14.121905324950843,58.10753532608696,95.41120958948875,4,4,103.3398,1,-3,-7,0,0,0,4,3,14
1546,-1,37,6,9,1,1,0,18,2,0.06060606060606061,1,0,14.486486486486486,14.486486486486486,-16,-16.0,0,0.0,43.656090625000004,8.826832597057374,43.656090625000004,8.826832597057374,48.70836486486486,17.510441344712113,48.70836486486486,17.510441344712113,37,37,59.451950000000004,-13,0,0,3,0,15,5,0,35
1547,1,72,6,9,2,1,0,18,1,0.030303030303030304,1,0,9.571428571428571,12.097222222222221,-1,-8.5,0,0.0,42.17748857142857,4.652866928358498,42.883686567164176,7.004777297724396,42.17748857142857,4.652866928358498,45.533633333333334,13.369558273711464,35,35,59.7533,0,0,0,-10,-19,1,0,0,39
1548,-1,111,6,9,3,1,0,18,2,0.06060606060606061,1,0,6.205128205128205,10.027027027027026,1,-5.333333333333333,2,8.5,42.93688787878787,8.145163037591328,42.901243,7.400599086604476,50.523443589743586,20.001335496421422,47.28680990990992,16.191864028762648,39,39,62.46405,-2,0,0,8,3,8,6,0,31
1549,16,142,6,9,4,1,1,18,1,0.030303030303030304,1,0,5.548387096774194,9.049295774647888,-1,-4.25,-2,5.0,42.47647037037037,5.120055415557663,42.81093700787402,6.980584297914033,45.398687096774204,10.786032679880329,46.874614084507044,15.196939402900687,31,31,59.3651,0,0,0,-8,-7,-4,4,4,27
1550,-9,169,6,9,5,1,0,18,17,0.5151515151515151,0,0,10.222222222222221,9.236686390532544,16,-0.2,17,8.0,43.39158095238094,8.448225484940556,42.89332567567568,7.20989608700582,56.191981481481484,25.139139802559274,48.363187573964495,17.512009745629683,27,27,105.91040000000001,15,-2,-1,10,0,-2,6,0,11
1551,2,180,6,9,6,1,1,18,8,0.24242424242424243,0,0,12.454545454545455,9.433333333333334,-9,-1.6666666666666667,-25,1.4,45.1760875,8.512910329528541,43.01039038461539,7.29977710340053,53.399381818181816,18.02697688106851,48.670955,17.585339365237914,11,11,58.8726,5,1,-4,4,2,0,3,3,2
1552,7,182,6,9,7,1,1,18,10,0.30303030303030304,0,0,8.0,9.417582417582418,2,-1.1428571428571428,11,3.0,,,43.01039038461539,7.29977710340053,726.0251000000001,569.3976,56.11440714285714,94.10144081796362,2,2,726.0251000000001,9,2,4,9,1,-13,2,1,18
1554,-19,8,6,10,1,1,1,29,32,0.9696969696969697,0,1,29.125,29.125,3,3.0,0,0.0,47.77364,9.927740866602026,47.77364,9.927740866602026,55.5319375,18.384546208020577,55.5319375,18.384546208020577,8,8,55.50255,0,0,0,0,0,0,3,3,34
1555,-2,42,6,10,2,1,0,29,13,0.3939393939393939,0,0,24.764705882352942,25.595238095238095,-19,-8.0,0,0.0,42.478565625,5.119069060178897,43.194116216216216,6.265738165633604,46.03171764705883,15.350508884062721,47.84128333333334,16.40276670866863,34,34,102.88215,3,-16,8,3,-7,-9,2,0,33
1556,-10,75,6,10,3,1,1,29,11,0.3333333333333333,0,0,18.939393939393938,22.666666666666668,-2,-6.0,17,-2.5,42.44036774193549,5.03278014077816,42.8504955882353,5.7488858905682445,43.64641515151515,8.614652306078227,45.99554133333333,13.698820648674769,33,33,60.8467,-3,-4,-1,-6,-4,1,2,2,37
1557,10,112,6,10,4,1,0,29,1,0.030303030303030304,1,0,12.297297297297296,19.241071428571427,-10,-7.0,-8,-4.333333333333333,42.43546666666667,6.947619203014872,42.71489207920793,6.169307986301077,49.511518918918924,21.519830037481118,47.157069642857145,16.774617767387,37,37,113.75175,0,0,0,8,3,8,4,0,30
1558,3,142,6,10,5,1,1,29,11,0.3333333333333333,0,0,9.5,17.183098591549296,10,-3.6,20,1.75,42.460276923076925,5.205267210558322,42.66276614173229,5.985482381776292,45.59017000000001,10.100410588424943,46.82603450704226,15.617360516736648,30,30,59.95025,12,0,0,1,3,-3,4,4,28
1559,-1,170,6,10,6,1,0,29,14,0.42424242424242425,0,0,11.821428571428571,16.3,3,-2.5,-7,0.0,43.28441818181818,8.158748298696782,42.75455369127517,6.357145928800932,55.52772142857143,24.734832487627028,48.259253529411765,17.745878261683405,28,28,103.95735,-3,5,-2,1,10,15,6,0,6
1561,-7,35,6,12,1,1,0,6,9,0.2727272727272727,0,0,2.3142857142857145,2.3142857142857145,3,3.0,0,0.0,44.02375161290323,11.136495939604162,44.02375161290323,11.136495939604162,49.190534285714286,18.543013473727093,49.190534285714286,18.543013473727093,35,35,63.106500000000004,0,0,0,0,0,0,4,0,33
1562,7,68,6,12,2,1,0,6,2,0.06060606060606061,1,0,2.878787878787879,2.588235294117647,-7,-2.0,0,0.0,42.13026666666667,4.631645527839492,43.0474234375,8.487027757236744,42.13026666666667,4.631645527839492,45.76422794117647,14.136472553083115,33,33,59.22255,-4,0,0,-16,-10,-7,0,0,38
1563,4,106,6,12,3,1,0,6,9,0.2727272727272727,0,0,16.105263157894736,7.433962264150943,7,1.0,14,2.0,44.24219375,9.645477324727684,43.44568020833333,8.907789921545026,51.47126052631579,20.72576930064218,47.81014528301887,17.02004137031384,38,38,62.382400000000004,-3,9,9,8,8,-1,6,0,30
1564,-10,136,6,12,4,1,0,6,13,0.3939393939393939,0,0,17.066666666666666,9.558823529411764,4,1.75,-3,0.3333333333333333,42.15805666666666,4.69784797176206,43.139103174603164,8.124754974492799,42.15805666666666,4.69784797176206,46.563361029411766,15.366919220401625,30,30,58.44,-8,-3,-12,2,-7,-4,0,0,40
1565,9,176,6,12,5,1,0,6,3,0.09090909090909091,1,0,13.775,10.517045454545455,-10,-0.6,-14,-3.25,42.80016206896552,6.1960710590309755,43.075688387096776,7.801374112618009,53.48661,19.751198896153113,48.136826704545456,16.71982520187903,40,40,66.74325,-1,-4,0,10,15,-2,11,0,4
1566,-7,180,6,12,6,1,1,6,12,0.36363636363636365,0,0,9.75,10.5,9,1.0,19,1.2,51.9489,0.0,43.13256794871795,7.808506241519213,77.7184,14.894238156750413,48.794194999999995,17.241921928750916,4,4,68.6985,0,2,4,-13,-11,-11,3,3,20
1568,-7,35,6,14,1,1,0,16,19,0.5757575757575758,0,0,14.085714285714285,14.085714285714285,3,3.0,0,0.0,43.87746333333334,9.343022300037012,43.87746333333334,9.343022300037012,49.14418,17.89155022675389,49.14418,17.89155022675389,35,35,59.737899999999996,0,6,12,3,8,0,5,0,33
1569,-3,68,6,14,2,1,0,16,12,0.36363636363636365,0,0,12.545454545454545,13.338235294117647,-7,-2.0,0,0.0,42.304387878787885,5.169760725414174,43.05347142857142,7.495628430496843,42.304387878787885,5.169760725414174,45.82486911764706,13.762884799570626,33,33,61.40895,-5,-7,-14,-19,-10,1,0,0,37
1570,-1,105,6,14,3,1,0,16,9,0.2727272727272727,0,0,13.108108108108109,13.257142857142858,-3,-2.3333333333333335,4,-3.0,43.88929999999999,8.811047547402103,43.329117021276595,7.963217382261837,51.09294324324325,19.850569772305207,47.68123809523809,16.36635066886516,37,37,61.565200000000004,-7,-5,9,9,1,8,6,0,36
1571,16,141,6,14,4,1,1,16,8,0.24242424242424243,0,0,11.833333333333334,12.893617021276595,-1,-2.0,2,-1.3333333333333333,42.15913636363636,4.879685915924469,43.0251062992126,7.306568456158284,44.426430555555555,9.229203318778069,46.850223404255324,14.94088797613481,36,36,60.1469,-8,-3,-12,-7,-4,-1,3,3,1
1572,2,142,6,14,5,1,1,16,24,0.7272727272727273,0,0,8.0,12.859154929577464,16,1.6,17,3.25,,,43.0251062992126,7.306568456158284,77.0652,0.0,47.06300492957747,15.10105966982901,1,1,137.15445,0,-2,0,0,-1,0,1,0,4
1573,-13,146,6,14,6,1,1,16,26,0.7878787878787878,0,0,23.5,13.150684931506849,2,1.6666666666666667,-14,-0.2,,,43.0251062992126,7.306568456158284,122.145425,43.36339255906847,49.12005753424657,20.5798120536562,4,4,147.62525,0,-2,0,0,15,-1,4,3,33
1574,-1,179,6,14,7,1,1,16,13,0.3939393939393939,0,0,21.939393939393938,14.77094972067039,-13,-0.42857142857142855,-15,-2.6666666666666665,42.55881333333333,5.029951457137093,42.93600573248408,6.9320190923969385,47.37313636363636,17.231636534228794,48.79799944134078,20.01619356501995,33,33,87.9717,-10,-2,-9,-11,-11,-9,3,2,5
1575,-3,184,6,14,8,1,1,16,12,0.36363636363636365,0,0,13.2,14.728260869565217,-1,-0.5,12,-0.5714285714285714,,,42.93600573248408,6.9320190923969385,342.48573999999996,488.4990009736707,56.77864456521739,95.67880254612345,5,5,734.09285,1,9,9,-2,2,-2,5,4,16
1577,-6,36,6,15,1,1,0,17,10,0.30303030303030304,0,0,17.5,17.5,-7,-7.0,0,0.0,43.82752903225806,8.817939093293177,43.82752903225806,8.817939093293177,48.988144444444444,17.64355030407625,48.988144444444444,17.64355030407625,36,36,59.76335,3,-4,-8,0,15,3,5,0,33
1578,0,69,6,15,2,1,0,17,4,0.12121212121212122,1,0,13.303030303030303,15.492753623188406,-6,-6.5,0,0.0,42.24080303030303,4.997800669475423,43.0093734375,7.15340366694507,42.24080303030303,4.997800669475423,45.76115507246377,13.627943995032766,33,33,60.52775,-7,-16,-4,-10,-19,1,0,0,39
1579,12,108,6,15,3,1,0,17,4,0.12121212121212122,1,0,9.153846153846153,13.203703703703704,0,-4.333333333333333,6,3.5,43.67041515151516,8.800015936043465,43.23426391752579,7.759264100737049,50.530033333333336,19.58617970541962,47.48325,16.199713636503645,39,39,59.98445,9,-2,-1,9,8,8,6,0,26
1580,-3,134,6,15,4,1,0,17,16,0.48484848484848486,0,0,10.961538461538462,12.76865671641791,12,-0.25,12,6.333333333333333,42.44233846153846,5.316286831851788,43.066865040650406,7.318366464892893,42.44233846153846,5.316286831851788,46.50516268656717,14.865025136338682,26,26,59.627250000000004,-3,-12,-6,-8,2,-7,0,0,36
1581,-4,170,6,15,5,1,0,17,13,0.3939393939393939,0,0,9.38888888888889,12.052941176470588,-3,-0.8,-15,1.0,44.499576,9.617304355391068,43.30887702702702,7.773245762029185,54.98963055555556,20.66958214197347,48.301873529411765,16.633222419166884,36,36,60.2265,5,-2,-1,3,1,10,11,0,6
1583,-10,35,6,18,1,1,0,7,14,0.42424242424242425,0,0,7.0,7.0,7,7.0,0,0.0,44.046845161290335,10.701576269842253,44.046845161290335,10.701576269842253,49.26803142857144,18.459022106628844,49.26803142857144,18.459022106628844,35,35,63.460800000000006,0,0,0,0,12,6,4,0,33
1584,4,68,6,18,2,1,0,7,4,0.12121212121212122,1,0,6.454545454545454,6.735294117647059,-10,-1.5,0,0.0,42.0778212121212,4.752687937001518,43.0315671875,8.25152778194845,42.0778212121212,4.752687937001518,45.778664705882356,14.115736220602761,33,33,59.771150000000006,-16,-7,-4,-7,-9,-16,0,0,36
1585,-1,104,6,18,3,1,0,7,8,0.24242424242424243,0,0,5.027777777777778,6.144230769230769,4,0.3333333333333333,14,-1.5,43.97897000000002,9.983917939404684,43.33392978723405,8.852398038551051,51.52985277777778,21.299994142754624,47.76946057692308,17.170151216928634,36,36,59.889250000000004,-1,-2,-7,9,-5,-5,6,0,32
1586,5,136,6,18,4,1,0,7,7,0.21212121212121213,0,0,5.8125,6.0661764705882355,-1,0.0,-5,-2.6666666666666665,42.137175,4.849006639508756,43.02999206349206,8.043980569449621,42.137175,4.849006639508756,46.444216911764705,15.384615364007773,32,32,59.6382,-3,-10,-3,-6,-6,-12,0,0,34
1587,-4,170,6,18,5,1,0,7,12,0.36363636363636365,0,0,6.0588235294117645,6.064705882352941,5,1.0,6,-0.5,43.88066956521739,9.394464995592966,43.16130469798658,8.272567551419373,56.01923823529412,21.154848216662028,48.35922117647059,17.132530398868106,34,34,60.15585,-2,-1,-4,-3,3,1,11,0,6
1589,-4,36,6,19,1,1,0,23,14,0.42424242424242425,0,0,17.083333333333332,17.083333333333332,-9,-9.0,0,0.0,43.64581290322581,8.448323888346975,43.64581290322581,8.448323888346975,48.82705277777778,17.56541066981239,48.82705277777778,17.56541066981239,36,36,58.046099999999996,3,15,0,-9,-16,20,5,0,33
