,target,start_lap,eventid,car_number,stageid,firststage,pit_in_caution,start_position,start_rank,start_rank_ratio,top_pack,bottom_pack,average_rank,average_rank_all,change_in_rank,change_in_rank_all,rate_of_change,rate_of_change_all,laptime_green_mean_prev,laptime_green_std_prev,laptime_green_mean_all,laptime_green_std_all,laptime_mean_prev,laptime_std_prev,laptime_mean_all,laptime_std_all,laps_prev,laps_after_last_pitstop,pittime_prev,prev_nb0_change_in_rank,prev_nb1_change_in_rank,prev_nb2_change_in_rank,follow_nb0_change_in_rank,follow_nb1_change_in_rank,follow_nb2_change_in_rank,cautionlaps_all,cautionlaps_cur,stint_len
428,-2,56,1,41,2,1,0,29,31,0.9393939393939394,0,1,31.275862068965516,31.392857142857142,-1,1.0,0,0.0,42.675782758620684,6.315950422381304,42.815105357142855,5.382326883335723,42.675782758620684,6.315950422381304,42.815105357142855,5.382326883335723,29,29,64.97645,-5,-1,5,-2,0,0,0,0,28
429,-1,84,1,41,3,1,0,29,29,0.8787878787878788,0,1,27.464285714285715,30.083333333333332,-2,0.0,-1,-2.5,43.015732142857146,5.8563814363999285,42.88198095238096,5.545656647569557,43.015732142857146,5.8563814363999285,42.88198095238096,5.545656647569557,28,28,62.9941,-1,-1,-3,-1,10,30,0,0,24
430,0,108,1,41,4,1,0,29,28,0.8484848484848485,0,1,27.041666666666668,29.40740740740741,-1,-0.25,1,-1.3333333333333333,42.99854583333334,6.365445129890706,42.90788425925927,5.738167273070184,42.99854583333334,6.365445129890706,42.90788425925927,5.738167273070184,24,24,62.949200000000005,-8,0,3,18,-2,-1,0,0,5
431,-1,113,1,41,5,1,0,29,28,0.8484848484848485,0,1,28.0,29.345132743362832,0,-0.2,1,-0.75,58.539,27.759826766318266,43.59952654867257,8.712066689470015,58.539,27.759826766318266,43.59952654867257,8.712066689470015,5,5,84.77915,3,-8,0,18,-2,-1,0,0,25
432,0,138,1,41,6,1,0,29,27,0.8181818181818182,0,0,27.44,29.0,-1,-0.3333333333333333,-1,-0.8,42.482596,4.319218627342681,43.39718405797102,8.106466152517987,42.482596,4.319218627342681,43.39718405797102,8.106466152517987,25,25,56.5943,-2,-6,1,9,0,4,0,0,29
433,-3,167,1,41,7,1,1,29,27,0.8181818181818182,0,0,26.620689655172413,28.58682634730539,0,-0.2857142857142857,1,-0.5,45.80141666666666,10.075839876558954,43.67459551282052,8.392643335434503,55.61671034482758,17.76064670864221,45.519137724550895,11.423962928654989,29,29,63.561499999999995,-2,4,1,-1,-1,0,11,2,11
434,0,178,1,41,8,1,0,29,24,0.7272727272727273,0,0,25.727272727272727,28.410112359550563,-3,-0.625,-3,-0.8571428571428571,69.0329,0.0,43.83611337579618,8.605669840219626,92.40123636363636,15.049679816362914,48.41634606741573,16.244138484942507,11,11,99.57215,-2,0,-2,-1,0,0,10,0,10
435,-1,188,1,41,9,1,1,29,24,0.7272727272727273,0,0,24.0,28.175531914893618,0,-0.5555555555555556,3,-0.375,45.72056666666666,6.371541267228834,43.93828253012048,8.510317058199439,47.18398,7.470682135227012,48.35079468085106,15.902246695754386,10,10,56.5861,-2,0,-2,-3,0,0,1,1,8
437,0,30,1,63,1,1,0,22,22,0.6666666666666666,0,0,22.966666666666665,22.966666666666665,0,0.0,0,0.0,42.61545333333333,5.1509656698353385,42.61545333333333,5.1509656698353385,42.61545333333333,5.1509656698353385,42.61545333333333,5.1509656698353385,30,30,57.278499999999994,3,3,-4,22,-8,-2,0,0,31
438,10,61,1,63,2,1,0,22,22,0.6666666666666666,0,0,24.35483870967742,23.672131147540984,0,0.0,0,0.0,42.88626129032258,5.804920092622065,42.75307704918034,5.494709114763646,42.88626129032258,5.804920092622065,42.75307704918034,5.494709114763646,31,31,64.0316,-3,-1,5,10,-4,-2,0,0,1
439,-2,62,1,63,3,1,0,22,32,0.9696969696969697,0,1,22.0,23.64516129032258,10,3.3333333333333335,10,5.0,72.5277,0.0,43.23331290322582,6.616122602412691,72.5277,0.0,43.23331290322582,6.616122602412691,1,1,208.62775,-1,-1,-1,0,0,0,0,0,30
440,0,92,1,63,4,1,0,22,30,0.9090909090909091,0,1,30.933333333333334,26.02173913043478,-2,2.0,-12,-0.6666666666666666,52.92437666666668,54.350303753623336,46.393442391304355,31.83369615678738,52.92437666666668,54.350303753623336,46.393442391304355,31.83369615678738,30,30,203.5344,18,0,-2,30,0,0,0,0,30
441,-1,122,1,63,5,1,0,22,30,0.9090909090909091,0,1,30.0,27.0,0,1.6,2,0.0,42.88489,6.463992112327592,45.53068360655738,27.870210078447208,42.88489,6.463992112327592,45.53068360655738,27.870210078447208,30,30,66.4284,9,0,1,0,0,0,0,0,25
442,-1,147,1,63,6,1,1,22,29,0.8787878787878788,0,1,29.08,27.35374149659864,-1,1.1666666666666667,-1,-0.2,43.50197777777778,7.461319372198903,45.26985,26.16294686709349,51.689864,16.84595221847385,46.578163265306124,26.42472046909755,25,25,63.98480000000001,9,-1,-2,4,0,0,7,7,19
443,-3,166,1,63,7,1,1,22,28,0.8484848484848485,0,1,28.105263157894736,27.43975903614458,-1,0.8571428571428571,0,-0.16666666666666666,44.02030909090909,7.469388150122479,45.1788238410596,25.274598339918274,55.89054210526317,16.44752446733217,47.64403795180723,25.65339842569431,19,19,72.0267,-1,-2,4,-1,0,0,8,6,19
444,-1,185,1,63,8,1,1,22,25,0.7575757575757576,0,0,26.157894736842106,27.308108108108108,-3,0.375,-2,-0.42857142857142855,43.90237,7.378749126518669,45.099540993788814,24.548006488203956,64.10512105263159,26.675437342571378,49.33463567567568,26.240437432391783,19,19,99.51015,-3,-2,0,0,0,0,9,2,8
