MyIdx,car_number,completed_laps,rank,elapsed_time,rank_diff,time_diff
2172,4,25,13,1049.5495,0.0,42.01990000000012
2261,4,26,13,1091.6336,0.0,42.08409999999981
2350,4,27,13,1133.6229,0.0,41.989300000000185
2443,4,28,13,1175.7469,0.0,42.124000000000024
2532,4,29,12,1218.1381,-1.0,42.3911999999998
2630,4,30,12,1259.5704,0.0,41.43230000000017
2735,4,31,10,1300.8662,-2.0,41.29579999999987
2826,4,32,2,1342.2214,-8.0,41.35519999999997
2987,4,33,3,1396.065,1.0,53.84360000000015
3285,4,34,17,1465.0058,14.0,68.94079999999985
3411,4,35,15,1505.9282,-2.0,40.92240000000015
3518,4,36,14,1546.7203,-1.0,40.79209999999989
3619,4,37,14,1587.9871,0.0,41.2668000000001
3711,4,38,14,1629.5771,0.0,41.58999999999992
3802,4,39,14,1672.3006,0.0,42.72350000000006
3891,4,40,14,1714.6994,0.0,42.39879999999994
3984,4,41,14,1757.5564,0.0,42.85699999999997
4077,4,42,14,1799.2242,0.0,41.66780000000017
4169,4,43,14,1840.8333,0.0,41.6090999999999
4260,4,44,14,1882.5969,0.0,41.7636
4353,4,45,14,1924.7675,0.0,42.17059999999992
4443,4,46,14,1967.6773,0.0,42.90980000000013
4537,4,47,14,2014.2197,0.0,46.54240000000004
4644,4,48,14,2081.2681,0.0,67.04839999999967
4735,4,49,14,2161.4434,0.0,80.17530000000033
4830,4,50,14,2273.0832,0.0,111.63979999999992
4929,4,51,16,2392.7228,2.0,119.63959999999997
5015,4,52,16,2497.5556,0.0,104.83280000000013
5101,4,53,16,2609.6987,0.0,112.14309999999978
5197,4,54,16,2717.0757,0.0,107.37699999999995
5282,4,55,16,2781.0557,0.0,63.98000000000002
5356,4,56,16,2823.2994,0.0,42.24369999999999
5436,4,57,15,2866.3307,-1.0,43.0313000000001
5522,4,58,15,2918.4668,0.0,52.13610000000017
5616,4,59,15,3011.5066,0.0,93.03980000000001
5708,4,60,15,3117.0611,0.0,105.55449999999973
5806,4,61,15,3223.8031,0.0,106.74200000000019
5895,4,62,15,3317.1663,0.0,93.36319999999978
5968,4,63,15,3387.1795,0.0,70.01320000000032
6044,4,64,15,3431.0926,0.0,43.91309999999976
6120,4,65,15,3473.3302,0.0,42.23759999999993
6196,4,66,15,3514.9411,0.0,41.61090000000013
6275,4,67,15,3556.7632,0.0,41.822099999999864
6358,4,68,15,3610.2437,0.0,53.48050000000012
6457,4,69,15,3697.5925,0.0,87.34880000000021
6549,4,70,14,3808.1689,-1.0,110.57639999999992
6665,4,71,12,3917.3016,-2.0,109.13269999999966
6766,4,72,12,4017.6593,0.0,100.35770000000002
6845,4,73,12,4094.0885,0.0,76.42920000000004
6920,4,74,14,4138.8895,2.0,44.801000000000386
6995,4,75,14,4181.4919,0.0,42.60239999999976
7072,4,76,14,4223.18,0.0,41.688100000000304
7149,4,77,13,4264.9528,-1.0,41.772799999999734
7227,4,78,13,4307.3106,0.0,42.35779999999977
7310,4,79,13,4349.0418,0.0,41.73120000000017
7391,4,80,13,4391.0385,0.0,41.99669999999969
7472,4,81,13,4432.8707,0.0,41.83220000000074
7557,4,82,13,4475.0688,0.0,42.19809999999961
7640,4,83,13,4516.9164,0.0,41.84760000000006
7726,4,84,13,4559.2223,0.0,42.30590000000029
7807,4,85,13,4601.4605,0.0,42.23819999999978
7891,4,86,13,4644.5483,0.0,43.08780000000024
7973,4,87,13,4687.0425,0.0,42.49419999999918
